Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Michael A. Taylor,30,0,MLB-AL,Kansas City,52,183,170,23,43,5,1,5,22,11,0,63,1,0,1,0,4,2,0.253,0.301,0.382,0.683,Michael,A.,Taylor,572191
Tyrone Taylor,27,0,MLB-NL,Milwaukee,35,97,87,7,19,3,0,6,15,5,0,22,5,0,0,0,1,1,0.218,0.299,0.46,0.759,Tyrone,Taylor,Taylor,621438
Anderson Tejeda,23,51,MLB-AL,Texas,5,17,16,1,1,0,0,0,0,1,0,10,0,0,0,0,1,0,0.063,0.118,0.063,0.18,Anderson,Tejeda,Tejeda,660731
Rowdy Tellez,26,0,MLB-AL,Toronto,40,126,116,10,24,3,1,3,5,8,1,26,2,0,0,2,0,0,0.207,0.27,0.328,0.597,Rowdy,Tellez,Tellez,642133
Lane Thomas,25,0,MLB-NL,St. Louis,24,48,40,2,4,1,0,0,1,8,1,16,0,0,0,0,2,1,0.1,0.25,0.125,0.375,Lane,Thomas,Thomas,657041
Keegan Thompson,26,2,MLB-NL,Chicago,5,5,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5,Keegan,Thompson,Thompson,624522
Ka'ai Tom,27,0,"MLB-AL,MLB-NL","Oakland,Pittsburgh",33,94,74,8,12,1,0,2,11,12,0,23,5,0,3,0,1,0,0.162,0.309,0.257,0.565,Ka'ai,Tom,Tom,664789
Josh Tomlin,36,16,MLB-NL,Atlanta,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Josh,Tomlin,Tomlin,458708
Abraham Toro,24,43,MLB-AL,Houston,6,13,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.083,0.154,0.083,0.237,Abraham,Toro,Toro,647351
Luis Torrens,25,19,MLB-AL,Seattle,29,96,90,7,16,5,0,2,6,4,0,25,1,0,1,1,0,0,0.178,0.219,0.3,0.519,Luis,Torrens,Torrens,620443
Gleyber Torres,24,0,MLB-AL,New York,51,209,184,19,50,8,0,3,23,23,0,38,0,1,1,0,4,2,0.272,0.351,0.364,0.715,Gleyber,Torres,Torres,650402
Ronald Torreyes,28,0,MLB-NL,Philadelphia,17,51,48,5,13,3,0,1,9,2,0,11,0,1,0,0,0,0,0.271,0.3,0.396,0.696,Ronald,Torreyes,Torreyes,591720
Wilfredo Tovar,29,8,MLB-NL,New York,6,12,11,0,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0.182,0.25,0.182,0.432,Wilfredo,Tovar,Tovar,541600
Taylor Trammell,23,0,MLB-AL,Seattle,33,118,104,17,18,5,0,5,13,12,0,47,1,1,0,0,2,2,0.173,0.265,0.365,0.63,Taylor,Trammell,Trammell,666211
Alan Trejo,25,1,MLB-NL,Colorado,26,45,41,7,10,2,0,1,3,3,1,12,0,0,1,1,0,0,0.244,0.289,0.366,0.655,Alan,Trejo,Trejo,676701
Jose Trevino,28,1,MLB-AL,Texas,43,138,130,12,32,3,0,2,11,4,0,30,0,2,2,2,0,0,0.246,0.265,0.315,0.58,Jose,Trevino,Trevino,624431
Chadwick Tromp,26,1,MLB-NL,San Francisco,2,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8,Chadwick,Tromp,Tromp,644433
Mike Trout,29,20,MLB-AL,Los Angeles,36,146,117,23,39,8,1,8,18,27,5,41,2,0,0,0,2,0,0.333,0.466,0.624,1.09,Mike,Trout,Trout,545361
Yoshi Tsutsugo,29,1,"MLB-AL,MLB-NL","Tampa Bay,Los Angeles",38,118,103,7,16,4,0,0,7,14,0,39,0,1,0,0,0,0,0.155,0.256,0.194,0.451,Yoshi,Tsutsugo,Tsutsugo,660294
Cole Tucker,24,1,MLB-NL,Pittsburgh,8,16,15,1,2,1,0,0,1,1,0,4,0,0,0,0,0,0,0.133,0.188,0.2,0.388,Cole,Tucker,Tucker,657061
Kyle Tucker,24,0,MLB-AL,Houston,58,238,213,37,55,11,1,11,37,20,2,38,1,0,3,1,5,0,0.258,0.321,0.474,0.795,Kyle,Tucker,Tucker,663656
Justin Turner,36,0,MLB-NL,Los Angeles,56,237,204,37,55,10,0,9,30,30,0,48,1,0,2,3,0,0,0.27,0.363,0.451,0.814,Justin,Turner,Turner,457759
Trea Turner,28,0,MLB-NL,Washington,56,246,228,31,71,11,0,10,29,13,0,51,3,0,2,0,13,2,0.311,0.354,0.491,0.845,Trea,Turner,Turner,607208
Edwin Uceta,23,4,MLB-NL,Los Angeles,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Edwin,Uceta,Uceta,670955
Duane Underwood Jr.,26,11,MLB-NL,Pittsburgh,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Duane,Underwood,Jr.,621249
Justin Upton,33,0,MLB-AL,Los Angeles,50,197,173,27,39,6,0,13,28,21,0,62,1,0,2,0,2,1,0.225,0.31,0.486,0.795,Justin,Upton,Upton,457708
Julio Urias,24,2,MLB-NL,Los Angeles,10,26,22,3,4,1,0,0,5,0,0,6,0,4,0,0,0,0,0.182,0.182,0.227,0.409,Julio,Urias,Urias,628711
Luis Urias,24,0,MLB-NL,Milwaukee,54,188,161,17,36,9,0,7,25,23,2,46,1,0,2,0,2,0,0.224,0.321,0.41,0.731,Luis,Urias,Urias,649966
Ramon Urias,27,0,MLB-AL,Baltimore,25,64,57,8,14,2,0,2,8,5,0,18,2,0,0,0,0,1,0.246,0.328,0.386,0.714,Ramon,Urias,Urias,602104
Jose Urquidy,26,46,MLB-AL,Houston,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jose,Urquidy,Urquidy,664353
Gio Urshela,29,0,MLB-AL,New York,52,207,193,16,52,11,0,6,26,13,0,52,0,0,1,2,1,0,0.269,0.314,0.42,0.734,Gio,Urshela,Urshela,570482
Pat Valaika,28,6,MLB-AL,Baltimore,31,85,78,4,13,2,0,1,7,5,0,24,0,1,1,0,1,0,0.167,0.214,0.231,0.445,Pat,Valaika,Valaika,642162
Josh VanMeter,26,15,MLB-NL,Arizona,37,82,69,10,11,2,1,1,7,11,0,23,1,0,1,0,0,0,0.159,0.28,0.261,0.541,Josh,VanMeter,VanMeter,642165
Ildemaro Vargas,29,0,MLB-NL,"Chicago,Arizona,Pittsburgh",19,46,42,3,6,2,0,0,6,4,0,12,0,0,0,0,1,0,0.143,0.217,0.19,0.408,Ildemaro,Vargas,Vargas,545121
Daulton Varsho,24,14,MLB-NL,Arizona,19,44,41,6,7,3,0,0,2,3,0,12,0,0,0,0,0,0,0.171,0.227,0.244,0.471,Daulton,Varsho,Varsho,662139
Andrew Vaughn,23,0,MLB-AL,Chicago,45,166,145,21,33,12,0,4,13,15,0,45,4,0,2,1,0,0,0.228,0.313,0.393,0.706,Andrew,Vaughn,Vaughn,683734
Christian Vazquez,30,0,MLB-AL,Boston,52,192,179,23,45,10,0,3,24,11,0,37,0,0,2,1,5,1,0.251,0.292,0.358,0.649,Christian,Vazquez,Vazquez,543877
Vince Velasquez,29,0,MLB-NL,Philadelphia,8,13,11,0,1,0,0,0,1,1,0,6,0,1,0,0,0,0,0.091,0.167,0.091,0.258,Vince,Velasquez,Velasquez,592826
Alex Verdugo,25,0,MLB-AL,Boston,55,227,205,36,59,10,1,8,25,18,1,28,2,0,2,1,4,0,0.288,0.348,0.463,0.811,Alex,Verdugo,Verdugo,657077
Alex Vesia,25,10,MLB-NL,Los Angeles,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alex,Vesia,Vesia,681911
Jonathan Villar,30,1,MLB-NL,New York,47,155,137,21,34,5,1,5,14,17,2,36,1,0,0,0,6,4,0.248,0.335,0.409,0.744,Jonathan,Villar,Villar,542340
Daniel Vogelbach,28,1,MLB-NL,Milwaukee,51,139,119,15,25,4,0,4,10,20,1,31,0,0,0,0,0,0,0.21,0.324,0.345,0.668,Daniel,Vogelbach,Vogelbach,596129
Stephen Vogt,36,0,MLB-NL,Arizona,35,99,87,8,17,5,1,4,14,12,0,25,0,0,0,0,0,0,0.195,0.293,0.414,0.707,Stephen,Vogt,Vogt,519390
Luke Voit,30,12,MLB-AL,New York,12,50,44,4,8,0,0,1,3,5,0,15,1,0,0,1,0,0,0.182,0.28,0.25,0.53,Luke,Voit,Voit,572228
Jason Vosler,27,0,MLB-NL,San Francisco,15,30,28,6,5,1,0,2,3,2,0,7,0,0,0,2,1,0,0.179,0.233,0.429,0.662,Jason,Vosler,Vosler,613564
Austin Voth,29,0,MLB-NL,Washington,2,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.667,0.5,1.167,Austin,Voth,Voth,608723
Joey Votto,37,32,MLB-NL,Cincinnati,29,118,106,9,24,6,0,5,17,11,0,25,1,0,0,0,0,0,0.226,0.305,0.425,0.73,Joey,Votto,Votto,458015
LaMonte Wade Jr,27,0,MLB-NL,San Francisco,14,44,37,6,10,1,0,3,5,6,0,13,1,0,0,0,1,0,0.27,0.386,0.541,0.927,LaMonte,Wade,Jr,664774
Tyler Wade,26,0,MLB-AL,New York,36,39,37,7,10,0,1,0,2,2,0,11,0,0,0,0,2,2,0.27,0.308,0.324,0.632,Tyler,Wade,Wade,642180
Adam Wainwright,39,3,MLB-NL,St. Louis,11,21,19,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Adam,Wainwright,Wainwright,425794
Christian Walker,30,0,MLB-NL,Arizona,25,100,93,9,18,3,1,1,8,6,0,22,0,0,1,1,0,0,0.194,0.24,0.28,0.52,Christian,Walker,Walker,572233
Taijuan Walker,28,3,MLB-NL,New York,11,23,21,0,1,0,0,0,0,1,0,13,0,1,0,0,0,0,0.048,0.091,0.048,0.139,Taijuan,Walker,Walker,592836
Chad Wallach,29,15,MLB-NL,Miami,21,65,59,2,12,2,1,0,6,3,0,31,1,0,2,0,0,0,0.203,0.246,0.271,0.517,Chad,Wallach,Wallach,595453
Taylor Walls,24,0,MLB-AL,Tampa Bay,15,50,42,6,11,4,0,0,4,8,0,13,0,0,0,0,1,0,0.262,0.38,0.357,0.737,Taylor,Walls,Walls,670764
Jared Walsh,27,0,MLB-AL,Los Angeles,57,227,206,28,62,13,1,13,40,17,2,58,3,0,1,0,2,0,0.301,0.361,0.563,0.924,Jared,Walsh,Walsh,665120
Donovan Walton,27,0,MLB-AL,Seattle,18,60,56,5,13,2,1,2,7,2,0,13,0,2,0,0,1,0,0.232,0.259,0.411,0.669,Donovan,Walton,Walton,622268
Taylor Ward,27,0,MLB-AL,Los Angeles,30,107,94,15,21,3,0,5,16,8,0,28,3,1,1,1,1,1,0.223,0.302,0.415,0.717,Taylor,Ward,Ward,621493
Ryan Weathers,21,5,MLB-NL,San Diego,10,12,12,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,Ryan,Weathers,Weathers,677960
Luke Weaver,27,21,MLB-NL,Arizona,8,14,13,1,2,0,0,0,1,1,0,8,0,0,0,0,0,0,0.154,0.214,0.154,0.368,Luke,Weaver,Weaver,596133
Jacob Webb,27,24,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jacob,Webb,Webb,657097
Logan Webb,24,8,MLB-NL,San Francisco,9,17,15,0,1,0,1,0,2,0,0,8,0,2,0,0,0,0,0.067,0.067,0.2,0.267,Logan,Webb,Webb,657277
Tyler Webb,30,4,MLB-NL,St. Louis,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tyler,Webb,Webb,643778
Joey Wendle,31,0,MLB-AL,Tampa Bay,55,197,180,35,51,16,1,6,27,12,1,41,4,0,1,0,4,3,0.283,0.34,0.483,0.823,Joey,Wendle,Wendle,621563
Zack Wheeler,31,2,MLB-NL,Philadelphia,12,27,25,1,5,2,0,0,3,0,0,13,0,2,0,0,0,0,0.2,0.2,0.28,0.48,Zack,Wheeler,Wheeler,554430
Eli White,27,24,MLB-AL,Texas,22,60,55,3,7,0,1,0,4,5,0,20,0,0,0,0,2,2,0.127,0.2,0.164,0.364,Eli,White,White,642201
Evan White,25,24,MLB-AL,Seattle,30,104,97,8,14,3,0,2,9,6,0,31,1,0,0,1,0,0,0.144,0.202,0.237,0.439,Evan,White,White,657108
Mitch White,26,2,MLB-NL,Los Angeles,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Mitch,White,White,669952
Garrett Whitlock,25,16,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Garrett,Whitlock,Whitlock,676477
Taylor Widener,26,45,MLB-NL,Arizona,4,8,7,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0.0,0.125,0.0,0.125,Taylor,Widener,Widener,642203
Stevie Wilkerson,29,0,MLB-AL,Baltimore,18,54,50,4,9,3,0,0,2,3,0,18,1,0,0,0,2,0,0.18,0.241,0.24,0.481,Stevie,Wilkerson,Wilkerson,592859
Justin Williams,25,4,MLB-NL,St. Louis,51,137,119,10,19,0,0,4,11,17,5,46,1,0,0,0,0,1,0.16,0.27,0.261,0.531,Justin,Williams,Williams,642211
Mason Williams,29,0,MLB-NL,New York,7,17,15,1,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0.2,0.294,0.2,0.494,Mason,Williams,Williams,592863
Nick Williams,27,54,MLB-AL,Chicago,4,13,10,2,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0.0,0.231,0.0,0.231,Nick,Williams,Williams,608384
Trevor Williams,29,11,MLB-NL,Chicago,9,15,13,1,4,0,0,0,1,1,0,5,0,1,0,0,0,0,0.308,0.357,0.308,0.665,Trevor,Williams,Williams,592866
Bryse Wilson,23,15,MLB-NL,Atlanta,5,11,10,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.182,0.1,0.282,Bryse,Wilson,Wilson,669060
Cody Wilson,24,60,MLB-NL,Washington,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Cody,Wilson,Wilson,680963
Jesse Winker,27,0,MLB-NL,Cincinnati,50,221,200,44,70,10,1,17,37,19,0,40,2,0,0,0,0,0,0.35,0.412,0.665,1.077,Jesse,Winker,Winker,608385
Dan Winkler,31,4,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Dan,Winkler,Winkler,595465
Patrick Wisdom,29,0,MLB-NL,Chicago,13,36,34,9,14,2,0,7,10,2,0,13,0,0,0,0,1,0,0.412,0.444,1.088,1.533,Patrick,Wisdom,Wisdom,621550
Matt Wisler,28,33,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matt,Wisler,Wisler,605538
Tony Wolters,29,22,MLB-NL,Chicago,14,30,24,3,3,0,0,0,0,5,0,12,0,1,0,1,0,1,0.125,0.276,0.125,0.401,Tony,Wolters,Wolters,547172
Kean Wong,26,0,MLB-AL,Los Angeles,8,20,17,1,4,1,1,0,1,1,0,5,0,2,0,0,0,0,0.235,0.278,0.412,0.69,Kean,Wong,Wong,642221
Kolten Wong,30,3,MLB-NL,Milwaukee,44,178,161,24,45,12,1,4,15,12,1,27,4,0,1,0,5,3,0.28,0.343,0.441,0.784,Kolten,Wong,Wong,543939
Alex Wood,30,5,MLB-NL,San Francisco,9,19,14,0,0,0,0,0,0,3,0,13,0,2,0,0,0,1,0.0,0.176,0.0,0.176,Alex,Wood,Wood,622072
Jake Woodford,24,4,MLB-NL,St. Louis,4,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jake,Woodford,Woodford,663765
Brandon Woodruff,28,1,MLB-NL,Milwaukee,11,23,21,0,1,0,0,0,0,1,0,14,0,1,0,0,0,0,0.048,0.091,0.048,0.139,Brandon,Woodruff,Woodruff,605540
Kyle Wright,25,51,MLB-NL,Atlanta,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,Kyle,Wright,Wright,657140
Austin Wynns,30,0,MLB-AL,Baltimore,3,13,13,2,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0.154,0.154,0.154,0.308,Austin,Wynns,Wynns,642851
Miguel Yajure,23,23,MLB-NL,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Miguel,Yajure,Yajure,664337
Jordan Yamamoto,25,14,MLB-NL,New York,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Jordan,Yamamoto,Yamamoto,657141
Ryan Yarbrough,29,65,MLB-AL,Tampa Bay,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ryan,Yarbrough,Yarbrough,642232
Mike Yastrzemski,30,5,MLB-NL,San Francisco,45,184,158,25,35,15,2,6,15,23,2,45,3,0,0,0,1,0,0.222,0.332,0.456,0.787,Mike,Yastrzemski,Yastrzemski,573262
Christian Yelich,29,0,MLB-NL,Milwaukee,27,104,85,21,21,1,1,3,9,18,0,33,1,0,0,0,4,1,0.247,0.385,0.388,0.773,Christian,Yelich,Yelich,592885
Huascar Ynoa,23,21,MLB-NL,Atlanta,8,17,17,3,6,1,0,2,6,0,0,7,0,0,0,0,0,0,0.353,0.353,0.765,1.118,Huascar,Ynoa,Ynoa,660623
Alex Young,27,21,MLB-NL,Arizona,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alex,Young,Young,622065
Andrew Young,27,10,MLB-NL,Arizona,26,42,34,7,7,1,0,4,9,4,0,18,4,0,0,0,0,0,0.206,0.357,0.588,0.945,Andrew,Young,Young,670370
Bradley Zimmer,28,0,MLB-AL,Cleveland,9,25,22,2,5,0,0,0,2,2,0,10,1,0,0,0,3,0,0.227,0.32,0.227,0.547,Bradley,Zimmer,Zimmer,605548
Ryan Zimmerman,36,0,MLB-NL,Washington,36,101,97,13,29,7,0,6,17,4,0,28,0,0,0,0,0,0,0.299,0.327,0.557,0.883,Ryan,Zimmerman,Zimmerman,475582
Bruce Zimmermann,26,15,MLB-AL,Baltimore,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Bruce,Zimmermann,Zimmermann,669145
Jordan Zimmermann,35,35,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jordan,Zimmermann,Zimmermann,519455
Tyler Zuber,26,39,MLB-AL,Kansas City,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tyler,Zuber,Zuber,676604
Mike Zunino,30,0,MLB-AL,Tampa Bay,40,137,122,22,24,4,0,12,24,12,0,54,3,0,0,1,0,0,0.197,0.285,0.525,0.809,Mike,Zunino,Zunino,572287
