Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Sandy Leon,32,0,MLB-NL,Miami,31,99,90,6,17,2,0,1,4,5,0,26,2,0,2,0,0,0,0.189,0.242,0.244,0.487,Sandy,Leon,Leon,506702
Jon Lester,37,4,MLB-NL,Washington,7,12,12,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0.167,0.167,0.167,0.333,Jon,Lester,Lester,452657
Kyle Lewis,25,6,MLB-AL,Seattle,36,147,130,15,32,4,0,5,11,16,0,37,1,0,0,1,2,0,0.246,0.333,0.392,0.726,Kyle,Lewis,Lewis,641786
Domingo Leyba,25,5,MLB-NL,Arizona,13,24,22,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0.0,0.083,0.0,0.083,Domingo,Leyba,Leyba,642736
Tzu-Wei Lin,27,41,MLB-AL,Minnesota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Tzu-Wei,Lin,Lin,624407
Josh Lindblom,34,44,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Josh,Lindblom,Lindblom,458676
Francisco Lindor,27,0,MLB-NL,"New York,Miami",52,222,193,29,42,7,1,5,13,23,1,37,2,2,2,1,4,1,0.218,0.305,0.342,0.647,Francisco,Lindor,Lindor,596019
Zack Littell,25,22,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Zack,Littell,Littell,641793
Tim Locastro,28,1,MLB-NL,Arizona,41,112,100,10,19,2,0,1,4,6,0,22,6,0,0,0,5,3,0.19,0.277,0.24,0.517,Tim,Locastro,Locastro,641796
Evan Longoria,35,1,MLB-NL,San Francisco,50,186,161,28,45,11,0,9,30,25,2,42,0,0,0,1,1,1,0.28,0.376,0.516,0.892,Evan,Longoria,Longoria,446334
Jorge Lopez,28,16,MLB-AL,Baltimore,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jorge,Lopez,Lopez,605347
Nicky Lopez,26,0,MLB-AL,Kansas City,53,172,143,25,32,6,3,0,10,21,0,23,1,5,2,0,5,0,0.224,0.323,0.308,0.631,Nicky,Lopez,Lopez,670032
Pablo Lopez,25,10,MLB-NL,Miami,12,21,21,2,1,1,0,0,0,0,0,10,0,0,0,1,0,0,0.048,0.048,0.095,0.143,Pablo,Lopez,Lopez,641154
Brandon Lowe,26,0,MLB-AL,Tampa Bay,57,237,203,31,39,6,0,10,25,28,3,73,5,0,1,0,3,1,0.192,0.304,0.369,0.673,Brandon,Lowe,Lowe,664040
Nate Lowe,25,0,MLB-AL,Texas,61,257,220,27,53,7,0,8,31,35,0,74,1,0,1,1,4,0,0.241,0.346,0.382,0.728,Nate,Lowe,Lowe,663993
Jed Lowrie,37,0,MLB-AL,Oakland,57,224,200,26,50,15,0,4,28,24,1,46,0,0,0,0,0,0,0.25,0.33,0.385,0.715,Jed,Lowrie,Lowrie,476704
Joey Lucchesi,28,2,MLB-NL,New York,7,8,7,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0.0,0.125,0.0,0.125,Joey,Lucchesi,Lucchesi,664192
Jonathan Lucroy,35,56,MLB-NL,Washington,5,14,14,0,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0.357,0.357,0.429,0.786,Jonathan,Lucroy,Lucroy,518960
Jordan Luplow,27,11,MLB-AL,Cleveland,36,121,98,12,17,5,0,7,20,21,0,31,2,0,0,0,0,2,0.173,0.331,0.439,0.769,Jordan,Luplow,Luplow,656669
Gavin Lux,23,0,MLB-NL,Los Angeles,49,188,172,23,41,6,2,5,25,13,1,44,1,0,2,1,1,1,0.238,0.293,0.384,0.676,Gavin,Lux,Lux,666158
Jesus Luzardo,23,54,MLB-AL,Oakland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jesus,Luzardo,Luzardo,666200
Jordan Lyles,30,4,MLB-AL,Texas,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jordan,Lyles,Lyles,543475
Manny Machado,28,1,MLB-NL,San Diego,53,224,194,27,45,8,2,7,33,28,1,43,0,0,2,0,6,2,0.232,0.326,0.402,0.728,Manny,Machado,Machado,592518
Vimael Machin,27,24,MLB-AL,Oakland,9,22,20,1,1,0,0,0,1,2,0,7,0,0,0,0,0,0,0.05,0.136,0.05,0.186,Vimael,Machin,Machin,605353
Nick Madrigal,24,0,MLB-AL,Chicago,52,207,193,30,59,9,4,2,20,10,0,16,3,0,1,1,1,2,0.306,0.348,0.425,0.773,Nick,Madrigal,Madrigal,663611
Kenta Maeda,33,66,MLB-AL,Minnesota,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Kenta,Maeda,Maeda,628317
Tyler Mahle,26,1,MLB-NL,Cincinnati,11,26,19,1,1,0,0,0,1,3,0,6,0,4,0,0,0,0,0.053,0.182,0.053,0.234,Tyler,Mahle,Mahle,641816
Luke Maile,30,28,MLB-NL,Milwaukee,8,22,19,1,4,1,0,0,1,2,0,6,1,0,0,0,0,0,0.211,0.318,0.263,0.581,Luke,Maile,Maile,571912
Martin Maldonado,34,0,MLB-AL,Houston,45,164,147,14,24,3,1,4,14,15,0,50,2,0,0,0,0,0,0.163,0.25,0.279,0.529,Martin,Maldonado,Maldonado,455117
Trey Mancini,29,0,MLB-AL,Baltimore,57,242,216,33,59,13,0,11,44,23,1,52,2,0,1,2,0,0,0.273,0.347,0.486,0.833,Trey,Mancini,Mancini,641820
Tucupita Marcano,21,0,MLB-NL,San Diego,25,50,44,7,8,1,0,0,3,6,0,9,0,0,0,1,0,1,0.182,0.28,0.205,0.485,Tucupita,Marcano,Marcano,672779
Rafael Marchan,22,10,MLB-NL,Philadelphia,4,14,13,1,3,1,0,0,0,1,0,4,0,0,0,0,0,0,0.231,0.286,0.308,0.593,Rafael,Marchan,Marchan,665561
Manuel Margot,26,0,MLB-AL,Tampa Bay,54,202,191,20,46,8,2,5,32,10,0,31,0,0,1,0,6,4,0.241,0.277,0.382,0.659,Manuel,Margot,Margot,622534
Jake Marisnick,30,28,MLB-NL,Chicago,27,60,53,11,14,3,2,4,14,5,0,19,2,0,0,0,2,1,0.264,0.35,0.623,0.973,Jake,Marisnick,Marisnick,545350
Jose Marmolejos,28,18,MLB-AL,Seattle,31,94,79,8,11,2,0,3,9,14,0,32,0,0,1,0,0,0,0.139,0.266,0.278,0.544,Jose,Marmolejos,Marmolejos,592530
German Marquez,26,0,MLB-NL,Colorado,12,25,21,0,3,1,0,0,1,0,0,7,0,4,0,0,0,0,0.143,0.143,0.19,0.333,German,Marquez,Marquez,608566
Ketel Marte,27,0,MLB-NL,Arizona,23,96,89,15,34,8,0,4,14,6,1,15,0,0,1,2,0,0,0.382,0.417,0.607,1.023,Ketel,Marte,Marte,606466
Luis Marte,27,5,MLB-NL,Miami,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.333,0.0,0.333,Luis,Marte,Marte,501687
Starling Marte,32,0,MLB-NL,Miami,24,101,84,18,25,6,1,3,10,13,1,22,3,0,1,0,4,1,0.298,0.406,0.5,0.906,Starling,Marte,Marte,516782
Corbin Martin,25,12,MLB-NL,Arizona,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Corbin,Martin,Martin,656686
Jason Martin,25,0,MLB-AL,Texas,11,18,18,0,3,0,0,0,0,0,0,9,0,0,0,0,1,0,0.167,0.167,0.167,0.333,Jason,Martin,Martin,641829
Carlos Martinez,29,10,MLB-NL,St. Louis,9,17,17,1,2,1,0,0,0,0,0,9,0,0,0,0,0,0,0.118,0.118,0.176,0.294,Carlos,Martinez,Martinez,118360
J.D. Martinez,33,2,MLB-AL,Boston,54,234,209,41,67,16,0,12,39,23,2,49,1,0,1,2,0,0,0.321,0.389,0.569,0.958,J. D.,Martinez,Martinez,502110
Nick Martini,31,4,MLB-NL,Chicago,12,15,12,2,1,0,0,0,1,2,0,3,0,0,1,0,0,0,0.083,0.2,0.083,0.283,Nick,Martini,Martini,605361
Jorge Mateo,26,0,MLB-NL,San Diego,40,76,71,7,15,3,0,1,5,1,0,19,3,1,0,0,2,0,0.211,0.253,0.296,0.549,Jorge,Mateo,Mateo,622761
Jeff Mathis,38,20,MLB-NL,Atlanta,3,9,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jeff,Mathis,Mathis,425772
Wyatt Mathisen,27,31,MLB-NL,Arizona,23,51,42,3,5,0,0,1,8,5,0,21,3,0,1,0,0,0,0.119,0.255,0.19,0.445,Wyatt,Mathisen,Mathisen,621500
Nick Maton,24,0,MLB-NL,Philadelphia,39,110,103,10,26,6,0,2,8,5,0,36,2,0,0,0,2,0,0.252,0.3,0.369,0.669,Nick,Maton,Maton,665155
Dustin May,23,42,MLB-NL,Los Angeles,2,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Dustin,May,May,669160
Cameron Maybin,34,8,MLB-NL,New York,9,33,28,2,1,0,0,0,0,3,0,12,2,0,0,0,1,0,0.036,0.182,0.036,0.218,Cameron,Maybin,Maybin,457727
Jack Mayfield,30,0,MLB-AL,"Seattle,Los Angeles",12,34,33,2,6,1,0,0,3,1,0,10,0,0,0,0,0,0,0.182,0.206,0.212,0.418,Jack,Mayfield,Mayfield,608686
Nomar Mazara,26,0,MLB-AL,Detroit,31,113,104,8,19,3,1,2,12,9,0,30,0,0,0,2,0,0,0.183,0.248,0.288,0.536,Nomar,Mazara,Mazara,608577
Patrick Mazeika,27,10,MLB-NL,New York,12,16,14,1,3,0,0,1,4,1,0,2,1,0,0,0,0,0,0.214,0.313,0.429,0.741,Patrick,Mazeika,Mazeika,664850
Ryan McBroom,29,37,MLB-AL,Kansas City,5,7,6,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0.167,0.286,0.167,0.452,Ryan,McBroom,McBroom,643436
James McCann,31,0,MLB-NL,New York,44,157,145,12,33,4,0,6,21,12,0,44,0,0,0,2,0,0,0.228,0.287,0.379,0.666,James,McCann,McCann,543510
Chas McCormick,26,0,MLB-AL,Houston,34,90,75,17,15,3,0,5,19,9,0,26,2,0,4,0,2,0,0.2,0.289,0.44,0.729,Chas,McCormick,McCormick,676801
Andrew McCutchen,34,0,MLB-NL,Philadelphia,53,225,187,27,42,7,1,10,29,33,0,59,1,0,4,0,3,0,0.225,0.338,0.433,0.771,Andrew,McCutchen,McCutchen,457705
Reese McGuire,26,0,MLB-AL,Toronto,17,46,41,3,9,1,0,0,1,3,0,8,1,1,0,1,0,0,0.22,0.289,0.244,0.533,Reese,McGuire,McGuire,624512
Ryan McKenna,24,0,MLB-AL,Baltimore,32,43,37,8,8,1,1,0,3,6,0,14,0,0,0,0,1,0,0.216,0.326,0.297,0.623,Ryan,McKenna,McKenna,663630
Triston McKenzie,23,50,MLB-AL,Cleveland,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Triston,McKenzie,McKenzie,663474
Billy McKinney,26,0,MLB-NL,"New York,Milwaukee",49,137,125,14,27,6,2,5,12,11,1,32,0,0,1,1,2,0,0.216,0.277,0.416,0.693,Billy,McKinney,McKinney,641856
Zach McKinstry,26,1,MLB-NL,Los Angeles,23,76,70,10,17,5,0,3,16,4,1,18,1,0,1,0,1,0,0.243,0.289,0.443,0.732,Zach,McKinstry,McKinstry,656716
Ryan McMahon,26,0,MLB-NL,Colorado,59,233,214,37,55,12,0,13,32,17,2,56,0,0,2,1,3,1,0.257,0.309,0.495,0.804,Ryan,McMahon,McMahon,641857
Jeff McNeil,29,21,MLB-NL,"New York,Miami",32,113,99,13,24,4,0,3,8,12,0,9,2,0,0,1,1,0,0.242,0.336,0.374,0.71,Jeff,McNeil,McNeil,643446
Austin Meadows,26,0,MLB-AL,Tampa Bay,56,246,210,36,52,16,1,14,48,31,1,59,3,0,2,0,2,0,0.248,0.35,0.533,0.883,Austin,Meadows,Meadows,640457
John Means,28,26,MLB-AL,Baltimore,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,John,Means,Means,607644
Francisco Mejia,25,0,MLB-AL,Tampa Bay,31,111,99,9,25,6,0,3,13,6,0,19,4,1,1,0,0,0,0.253,0.318,0.404,0.722,Francisco,Mejia,Mejia,642336
Danny Mendick,27,0,MLB-AL,Chicago,25,64,55,4,11,0,0,2,10,8,0,17,0,1,0,0,0,0,0.2,0.302,0.309,0.611,Danny,Mendick,Mendick,664901
Yermin Mercedes,28,0,MLB-AL,Chicago,55,211,192,19,56,7,1,7,31,17,1,35,1,0,1,2,0,1,0.292,0.351,0.448,0.799,Yermin,Mercedes,Mercedes,606213
Jordy Mercer,34,0,MLB-NL,Washington,22,56,55,4,13,4,0,0,0,1,0,14,0,0,0,0,0,0,0.236,0.25,0.309,0.559,Jordy,Mercer,Mercer,474568
Whit Merrifield,32,0,MLB-AL,Kansas City,57,247,220,38,59,14,1,5,35,18,1,25,3,0,6,0,17,1,0.268,0.324,0.409,0.733,Whit,Merrifield,Merrifield,593160
Miles Mikolas,32,15,MLB-NL,St. Louis,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Miles,Mikolas,Mikolas,571945
Wade Miley,34,0,MLB-NL,Cincinnati,10,18,16,3,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0.125,0.176,0.125,0.301,Wade,Miley,Miley,489119
Brad Miller,31,0,MLB-NL,Philadelphia,46,128,116,20,32,3,1,6,18,12,1,43,0,0,0,2,3,0,0.276,0.344,0.474,0.818,Brad,Miller,Miller,543543
Owen Miller,24,0,MLB-AL,Cleveland,12,43,42,2,5,1,0,0,1,1,0,20,0,0,0,0,0,0,0.119,0.14,0.143,0.282,Owen,Miller,Miller,680911
Alec Mills,29,39,MLB-NL,Chicago,3,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alec,Mills,Mills,621219
Mike Minor,33,39,MLB-AL,Kansas City,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Mike,Minor,Minor,501985
Yadier Molina,38,1,MLB-NL,St. Louis,41,159,148,18,41,11,0,7,27,9,0,33,0,0,2,1,0,0,0.277,0.314,0.493,0.808,Yadier,Molina,Molina,425877
Yoan Moncada,26,0,MLB-AL,Chicago,57,243,197,30,58,12,0,5,30,40,0,66,5,0,1,0,0,1,0.294,0.424,0.431,0.855,Yoan,Moncada,Moncada,660162
Adalberto Mondesi,25,6,MLB-AL,Kansas City,7,26,25,2,9,3,0,2,5,0,0,10,0,1,0,0,1,1,0.36,0.36,0.72,1.08,Adalberto,Mondesi,Mondesi,609275
Mickey Moniak,23,31,MLB-NL,Philadelphia,11,28,25,3,3,0,0,1,3,3,1,12,0,0,0,0,0,0,0.12,0.214,0.24,0.454,Mickey,Moniak,Moniak,666160
Frankie Montas,28,2,MLB-AL,Oakland,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Frankie,Montas,Montas,593423
Dylan Moore,28,19,MLB-AL,Seattle,41,137,119,14,20,7,0,5,19,16,0,43,1,0,1,1,8,1,0.168,0.27,0.353,0.623,Dylan,Moore,Moore,664238
Matt Moore,32,50,MLB-NL,Philadelphia,3,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matt,Moore,Moore,519043
Colin Moran,28,0,MLB-NL,Pittsburgh,33,126,115,10,34,8,0,4,20,10,0,35,0,0,1,0,1,0,0.296,0.349,0.47,0.819,Colin,Moran,Moran,592567
Adrián Morejón,22,62,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Adrián,Morejón,Morejón,670970
Mitch Moreland,35,0,MLB-AL,Oakland,39,127,114,13,28,4,0,5,17,10,0,28,1,0,2,1,0,0,0.246,0.307,0.412,0.719,Mitch,Moreland,Moreland,519048
Max Moroff,28,11,MLB-NL,St. Louis,6,16,16,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0.063,0.063,0.063,0.125,Max,Moroff,Moroff,621559
Charlie Morton,37,1,MLB-NL,Atlanta,8,15,15,1,3,0,0,0,1,0,0,9,0,0,0,0,0,0,0.2,0.2,0.2,0.4,Charlie,Morton,Morton,119424
Ryan Mountcastle,24,0,MLB-AL,Baltimore,54,209,197,24,50,12,1,8,30,7,0,65,2,0,3,1,3,1,0.254,0.282,0.447,0.729,Ryan,Mountcastle,Mountcastle,663624
Mike Moustakas,32,19,MLB-NL,Cincinnati,28,104,87,15,21,5,0,4,13,12,0,18,2,0,3,2,0,0,0.241,0.337,0.437,0.773,Mike,Moustakas,Moustakas,519058
Cedric Mullins,26,0,MLB-AL,Baltimore,59,255,227,32,73,15,3,9,18,25,1,45,1,0,1,0,9,4,0.322,0.39,0.533,0.923,Cedric,Mullins,Mullins,656775
Max Muncy,30,0,MLB-NL,Los Angeles,56,232,182,39,48,7,1,13,30,45,4,48,5,0,0,0,1,0,0.264,0.422,0.527,0.95,Max,Muncy,Muncy,571970
Sean Murphy,26,0,MLB-AL,Oakland,49,184,162,15,36,13,0,6,31,14,0,49,7,0,1,2,0,0,0.222,0.31,0.414,0.723,Sean,Murphy,Murphy,669221
Tom Murphy,30,0,MLB-AL,Seattle,37,122,111,14,19,4,0,6,12,8,0,46,0,0,1,1,0,0,0.171,0.225,0.369,0.594,Tom,Murphy,Murphy,119572
Joe Musgrove,28,1,MLB-NL,San Diego,15,22,19,1,1,0,0,0,0,1,0,9,0,2,0,0,0,0,0.053,0.1,0.053,0.153,Joe,Musgrove,Musgrove,605397
Wil Myers,30,0,MLB-NL,San Diego,50,180,160,19,40,7,0,6,23,19,1,42,0,0,1,2,4,3,0.25,0.328,0.406,0.734,Wil,Myers,Myers,571976
Tommy Nance,30,1,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tommy,Nance,Nance,667297
Tyler Naquin,30,0,MLB-NL,Cincinnati,51,189,167,20,43,9,0,11,38,16,1,46,4,0,2,1,4,1,0.257,0.333,0.509,0.842,Tyler,Naquin,Naquin,571980
Omar Narvaez,29,1,MLB-NL,Milwaukee,41,145,126,17,40,7,0,6,17,14,0,25,4,0,1,0,0,0,0.317,0.4,0.516,0.916,Omar,Narvaez,Narvaez,553882
Josh Naylor,24,0,MLB-AL,Cleveland,52,193,179,21,45,10,0,5,15,11,1,38,2,0,0,3,1,0,0.251,0.302,0.391,0.693,Josh,Naylor,Naylor,647304
Nick Neidert,24,11,MLB-NL,Miami,4,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.2,0.0,0.2,Nick,Neidert,Neidert,663734
Jimmy Nelson,32,17,MLB-NL,Los Angeles,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jimmy,Nelson,Nelson,519076
Sheldon Neuse,26,9,MLB-NL,Los Angeles,28,59,58,6,10,1,0,3,4,1,0,22,0,0,0,0,0,1,0.172,0.186,0.345,0.531,Sheldon,Neuse,Neuse,641914
Tyler Nevin,24,7,MLB-AL,Baltimore,2,6,5,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0.2,0.333,0.4,0.733,Tyler,Nevin,Nevin,663527
Kevin Newman,27,1,MLB-NL,Pittsburgh,53,206,196,19,41,5,1,1,10,9,0,13,0,0,1,0,1,0,0.209,0.243,0.26,0.503,Kevin,Newman,Newman,621028
Tomas Nido,27,1,MLB-NL,"New York,Miami",25,71,66,9,17,2,1,3,11,3,0,16,2,0,0,0,0,0,0.258,0.31,0.455,0.764,Tomas,Nido,Nido,621512
Brandon Nimmo,28,35,MLB-NL,"New York,Miami",22,80,66,7,21,5,0,1,8,12,0,22,1,1,0,0,2,1,0.318,0.43,0.439,0.87,Brandon,Nimmo,Nimmo,607043
John Nogowski,28,0,MLB-NL,St. Louis,17,18,16,2,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0.063,0.167,0.063,0.229,John,Nogowski,Nogowski,596056
Aaron Nola,28,5,MLB-NL,Philadelphia,11,23,19,2,2,0,0,0,0,0,0,11,0,4,0,0,0,0,0.105,0.105,0.105,0.211,Aaron,Nola,Nola,605400
Austin Nola,31,13,MLB-NL,San Diego,18,59,46,4,10,2,0,1,11,8,0,3,4,0,1,0,0,0,0.217,0.373,0.326,0.699,Austin,Nola,Nola,543592
Jacob Nottingham,26,0,"MLB-AL,MLB-NL","Seattle,Milwaukee",15,45,40,5,6,1,0,3,6,2,0,20,2,0,1,0,0,0,0.15,0.222,0.4,0.622,Jacob,Nottingham,Nottingham,641924
Dom Nunez,26,0,MLB-NL,Colorado,39,130,113,18,19,6,2,5,20,16,3,51,0,0,1,0,0,0,0.168,0.269,0.389,0.659,Dom,Nunez,Nunez,624513
Renato Nunez,27,49,MLB-AL,Detroit,7,29,27,5,4,2,0,2,3,1,0,8,1,0,0,0,0,0,0.148,0.207,0.444,0.651,Renato,Nunez,Nunez,600524
Brian O'Grady,29,10,MLB-NL,San Diego,15,33,26,5,3,2,0,0,2,5,0,9,0,1,1,1,0,0,0.115,0.25,0.192,0.442,Brian,O'Grady,O'Grady,657434
Ryan O'Hearn,27,10,MLB-AL,Kansas City,20,57,53,6,10,1,0,3,6,4,0,20,0,0,0,1,0,0,0.189,0.246,0.377,0.623,Ryan,O'Hearn,O'Hearn,656811
Tyler O'Neill,26,0,MLB-NL,St. Louis,41,152,144,25,40,9,0,13,29,4,0,52,3,0,1,1,5,1,0.278,0.309,0.611,0.92,Tyler,O'Neill,O'Neill,641933
Joseph Odom,29,60,MLB-AL,Tampa Bay,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Joseph,Odom,Odom,641929
Rougned Odor,27,0,MLB-AL,New York,34,124,111,13,20,3,0,5,13,10,0,32,3,0,0,0,0,0,0.18,0.266,0.342,0.608,Rougned,Odor,Odor,596059
Shohei Ohtani,26,0,MLB-AL,Los Angeles,54,223,199,37,51,12,3,16,42,20,2,67,3,0,1,2,8,3,0.256,0.332,0.588,0.92,Shohei,Ohtani,Ohtani,660271
Edward Olivares,25,0,MLB-AL,Kansas City,4,15,14,2,4,0,0,0,0,0,0,4,1,0,0,0,1,0,0.286,0.333,0.286,0.619,Edward,Olivares,Olivares,658668
Matt Olson,27,0,MLB-AL,Oakland,55,230,198,37,55,14,0,15,40,25,2,38,4,0,3,2,0,1,0.278,0.365,0.576,0.941,Matt,Olson,Olson,621566
Rafael Ortega,30,1,MLB-NL,Chicago,10,31,27,2,4,0,0,1,2,3,0,7,0,1,0,0,1,1,0.148,0.233,0.259,0.493,Rafael,Ortega,Ortega,542364
Johan Oviedo,23,1,MLB-NL,St. Louis,6,9,9,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0.111,0.111,0.111,0.222,Johan,Oviedo,Oviedo,670912
Hunter Owen,27,27,MLB-NL,Pittsburgh,3,5,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.2,0.0,0.2,Hunter,Owen,Owen,670462
Chris Owings,29,58,MLB-NL,Colorado,7,17,15,6,8,3,3,0,3,2,0,2,0,0,0,0,2,0,0.533,0.588,1.133,1.722,Chris,Owings,Owings,572008
Marcell Ozuna,30,12,MLB-NL,Atlanta,48,208,188,21,40,6,0,7,26,19,0,46,1,0,0,2,0,0,0.213,0.288,0.356,0.645,Marcell,Ozuna,Ozuna,542303
Cristian Pache,22,24,MLB-NL,Atlanta,22,68,63,6,7,3,0,1,4,2,0,25,1,2,0,0,0,0,0.111,0.152,0.206,0.358,Cristian,Pache,Pache,665506
Chris Paddack,25,0,MLB-NL,San Diego,11,21,19,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0.0,0.05,0.0,0.05,Chris,Paddack,Paddack,663978
Kevin Padlo,24,19,MLB-AL,Tampa Bay,9,14,12,1,1,1,0,0,0,2,0,8,0,0,0,0,0,0,0.083,0.214,0.167,0.381,Kevin,Padlo,Padlo,656821
Josh Palacios,25,46,MLB-AL,Toronto,10,35,28,7,7,0,0,0,4,3,0,7,2,1,1,0,0,0,0.25,0.353,0.25,0.603,Josh,Palacios,Palacios,641943
Joe Panik,30,0,MLB-AL,Toronto,29,86,83,6,22,5,0,2,11,2,0,12,0,0,1,0,0,0,0.265,0.279,0.398,0.677,Joe,Panik,Panik,605412
Mark Payton,29,0,MLB-NL,Cincinnati,21,22,20,2,3,0,0,0,0,2,0,7,0,0,0,0,0,0,0.15,0.227,0.15,0.377,Mark,Payton,Payton,592622
Matt Peacock,27,2,MLB-NL,Arizona,5,7,7,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.143,0.143,0.143,0.286,Matt,Peacock,Peacock,676840
Joc Pederson,29,1,MLB-NL,Chicago,44,176,154,18,36,3,2,6,21,15,0,48,4,0,3,0,0,2,0.234,0.313,0.396,0.709,Joc,Pederson,Pederson,592626
David Peralta,33,0,MLB-NL,Arizona,57,225,208,25,51,12,5,4,30,17,2,39,0,0,0,1,1,1,0.245,0.302,0.409,0.711,David,Peralta,Peralta,444482
Freddy Peralta,25,2,MLB-NL,Milwaukee,12,20,19,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0.053,0.1,0.053,0.153,Freddy,Peralta,Peralta,642547
Jose Peraza,27,0,MLB-NL,New York,28,84,78,11,18,4,0,3,10,5,0,10,1,0,0,1,0,0,0.231,0.286,0.397,0.683,Jose,Peraza,Peraza,606299
Geraldo Perdomo,21,59,MLB-NL,Arizona,4,13,10,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0.1,0.308,0.1,0.408,Geraldo,Perdomo,Perdomo,672695
Cionel Pérez,25,64,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Cionel,Pérez,Pérez,672335
Hernan Perez,30,37,MLB-NL,Washington,10,21,19,1,1,0,0,0,0,2,0,10,0,0,0,0,0,0,0.053,0.143,0.053,0.195,Hernan,Perez,Perez,541650
Martin Perez,30,16,MLB-AL,Boston,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Martin,Perez,Perez,527048
Michael Perez,28,0,MLB-NL,Pittsburgh,22,72,66,6,9,2,0,3,7,5,1,25,1,0,0,1,0,0,0.136,0.208,0.303,0.511,Michael,Perez,Perez,605421
Roberto Perez,32,34,MLB-AL,Cleveland,19,73,61,6,8,1,0,3,9,11,0,28,1,0,0,0,1,0,0.131,0.274,0.295,0.569,Roberto,Perez,Perez,547379
Salvador Perez,31,0,MLB-AL,Kansas City,57,233,222,26,61,11,0,14,40,6,1,60,4,0,1,1,0,0,0.275,0.305,0.514,0.818,Salvador,Perez,Perez,521692
DJ Peters,25,9,MLB-NL,Los Angeles,18,34,26,5,5,2,0,1,4,8,4,14,0,0,0,0,0,0,0.192,0.382,0.385,0.767,DJ,Peters,Peters,656847
David Peterson,25,13,MLB-NL,New York,7,12,10,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0.0,0.0,0.0,0.0,David,Peterson,Peterson,656849
