last_name, first_name,player_id,year,b_ab,b_total_pa,b_single,b_double,b_triple,b_home_run,b_walk,b_k_percent,b_bb_percent,on_base_plus_slg,isolated_power,b_rbi,b_total_bases,r_total_caught_stealing,r_total_stolen_base,b_hit_by_pitch,r_run,r_stolen_base_pct,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,sprint_speed,
Senzel, Nick,669222,2021,111,124,23,4,0,1,12,12.9,9.7,.638,.063,8,35,5,2,0,18,,.307,.440,.354,.372,.133,88.9,10.5,33.3,4,4.2,39.6,17.8,52.5,45.8,25,29.1,
Edman, Tommy,669242,2021,245,265,47,14,2,4,16,10.9,6.0,.720,.122,17,97,2,11,3,32,,.267,.400,.317,.319,.133,86.6,8.4,27.7,9,4.1,36.4,13.8,50,50.5,20.5,28.6,
Solak, Nick,669256,2021,224,251,35,9,2,8,16,26.3,6.4,.721,.165,24,91,2,2,9,36,,.242,.419,.320,.315,.176,90.1,10.9,33.7,15,9.2,38.7,30.1,47.2,46.6,27,28.9,
Smith, Will,669257,2021,149,177,25,10,1,5,21,18.1,11.9,.829,.181,19,68,0,1,4,28,,.261,.447,.361,.368,.186,89.4,18,33.9,11,8.9,43.5,16.9,42.3,32.3,35.5,27.6,
Espinal, Santiago,669289,2021,67,70,10,4,1,0,3,18.6,4.3,.571,.090,6,21,0,1,0,7,,.224,.306,.250,.258,.082,82.3,7.8,37,1,1.9,13,20,50.9,44.4,20.4,27.4,
Hiura, Keston,669374,2021,103,117,7,4,1,1,8,38.5,6.8,.427,.087,5,22,0,1,4,9,,.162,.310,.248,.246,.147,91,19.4,33.9,7,11.3,38.7,47.2,52.9,35.5,29,27.2,
Hays, Austin,669720,2021,123,137,18,6,2,5,10,19.7,7.3,.769,.203,15,56,0,0,2,24,,.235,.500,.341,.303,.265,90.2,14.1,27.6,13,13.3,37.8,24.9,43,42.9,30.6,27.4,
Lopez, Nicky,670032,2021,140,169,23,6,3,0,21,13.0,12.4,.634,.086,10,44,0,5,1,25,,.208,.268,.273,.314,.059,87.2,3.9,24.4,0,0,23.6,12.5,41.8,59.1,18.1,28.2,
Raley, Luke,670042,2021,44,50,6,1,0,1,2,32.0,4.0,.553,.091,2,12,0,0,4,3,,.226,.475,.337,.319,.249,91.5,6.3,39.3,4,14.3,39.3,38.5,53.6,53.6,25,28.5,
Rojas, Jose,670351,2021,121,130,8,12,0,3,8,26.9,6.2,.610,.174,8,44,0,2,1,18,,.202,.364,.270,.257,.162,89.8,18.7,32.6,6,7,41.9,26.7,48,38.4,26.7,27.1,
Alvarez, Yordan,670541,2021,172,185,31,13,1,7,6,27.0,3.2,.852,.209,28,88,0,0,5,30,,.271,.501,.352,.319,.230,90.2,11.8,38.5,16,12.3,44.6,21.6,45.9,41.5,23.1,26.5,
Brosseau, Mike,670712,2021,110,122,9,6,0,4,10,37.7,8.2,.590,.164,14,37,0,0,2,15,,.182,.318,.262,.267,.136,90,20.4,33.3,6,9.1,38.5,31.5,47.5,34.8,30.3,27.9,
Kelenic, Jarred,672284,2021,83,92,4,2,0,2,8,28.3,8.7,.378,.096,6,16,0,3,1,7,,.184,.327,.263,.263,.143,87.6,16.8,22.8,4,7,36.8,22,46.5,42.1,35.1,26.1,
Robert, Luis,673357,2021,95,103,19,9,1,1,7,27.2,6.8,.822,.147,8,44,1,4,0,11,,.259,.433,.324,.312,.174,89.1,12.5,42.6,7,10.3,39.7,32.6,61.8,35.3,20.6,28.8,
Kim, Ha-Seong,673490,2021,140,153,18,5,2,3,8,23.5,5.2,.583,.129,17,46,1,5,3,14,,.205,.301,.253,.261,.096,87.4,13.6,29.6,4,3.7,33.3,22.6,42.8,40.7,21.3,28.4,
McCormick, Chas,676801,2021,67,81,6,3,0,4,8,28.4,9.9,.702,.224,18,28,0,2,2,16,,.200,.419,.310,.298,.219,90,20.4,37.7,6,11.3,45.3,36.3,44.8,28.3,43.4,28.9,
Vaughn, Andrew,683734,2021,141,162,16,12,0,4,15,27.8,9.3,.712,.170,12,56,0,0,4,20,,.234,.437,.330,.321,.203,91.8,8.7,34.3,12,11.8,50.5,31.1,45.3,43.1,29.4,26.3,
