Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Tyler Lyons,29,1357,MLB-NL,St. Louis,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,Tyler,Lyons,Lyons,544928
Dixon Machado,25,1247,MLB-AL,Detroit,67,181,166,17,43,5,1,1,11,10,0,32,1,2,2,6,1,0,0.259,0.302,0.319,0.621,Dixon,Machado,Machado,553988
Manny Machado,24,1247,MLB-AL,Baltimore,156,690,630,81,163,33,1,33,95,50,3,115,1,0,9,17,9,4,0.259,0.31,0.471,0.782,Manny,Machado,Machado,592518
Jean Machi,35,1392,MLB-AL,Seattle,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jean,Machi,Machi,466948
Kenta Maeda,29,1247,MLB-NL,Los Angeles,26,44,39,2,5,1,0,0,4,0,0,3,0,5,0,1,0,0,0.128,0.128,0.154,0.282,Kenta,Maeda,Maeda,628317
Tyler Mahle,22,1265,MLB-NL,Cincinnati,4,8,7,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0.143,0.25,0.143,0.393,Tyler,Mahle,Mahle,641816
Mikie Mahtook,27,1256,MLB-AL,Detroit,107,379,348,50,96,15,6,12,38,23,0,79,6,0,2,4,6,0,0.276,0.33,0.457,0.787,Mikie,Mahtook,Mahtook,543484
Luke Maile,26,1252,MLB-AL,Toronto,45,136,130,10,19,5,0,2,7,3,0,35,2,0,1,2,1,0,0.146,0.176,0.231,0.407,Luke,Maile,Maile,571912
Martin Maldonado,30,1248,MLB-AL,Los Angeles,135,471,429,43,95,19,1,14,38,15,1,119,18,8,1,12,0,2,0.221,0.276,0.368,0.645,Martin,Maldonado,Maldonado,455117
Sean Manaea,25,1261,MLB-AL,Oakland,2,5,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0.0,0.25,0.0,0.25,Sean,Manaea,Manaea,640455
Trey Mancini,25,1247,MLB-AL,Baltimore,147,586,543,65,159,26,4,24,78,33,1,139,6,0,4,12,1,0,0.293,0.338,0.488,0.826,Trey,Mancini,Mancini,641820
Manuel Margot,22,1248,MLB-NL,San Diego,125,529,487,53,128,18,7,13,39,35,0,106,2,1,4,6,17,7,0.263,0.313,0.409,0.721,Manuel,Margot,Margot,622534
Jhan Marinez,28,1317,MLB-NL,"Milwaukee,Pittsburgh",6,6,6,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0.167,0.167,0.333,0.5,Jhan,Marinez,Marinez,501697
Jake Marisnick,26,1265,MLB-AL,Houston,92,259,230,50,56,10,0,16,35,20,1,90,6,2,1,5,9,4,0.243,0.319,0.496,0.815,Jake,Marisnick,Marisnick,545350
Mike Marjama,27,1247,MLB-AL,Seattle,4,9,9,1,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0.333,0.333,0.778,1.111,Mike,Marjama,Marjama,605357
Nick Markakis,33,1247,MLB-NL,Atlanta,160,670,593,76,163,39,1,8,76,68,8,110,6,0,3,16,0,1,0.275,0.354,0.384,0.738,Nick,Markakis,Markakis,455976
German Marquez,22,1248,MLB-NL,Colorado,26,53,45,4,8,2,0,0,5,0,0,18,0,8,0,1,0,0,0.178,0.178,0.222,0.4,German,Marquez,Marquez,608566
Chris Marrero,28,1408,MLB-NL,San Francisco,15,41,38,2,5,0,0,1,5,2,0,9,0,0,1,4,0,0,0.132,0.171,0.211,0.381,Chris,Marrero,Marrero,502029
Deven Marrero,26,1247,MLB-AL,Boston,64,188,171,32,36,9,0,4,27,12,0,61,0,3,2,8,5,0,0.211,0.259,0.333,0.593,Deven,Marrero,Marrero,571918
Jefry Marte,26,1285,MLB-AL,Los Angeles,45,145,127,10,22,5,0,4,14,13,0,34,4,0,1,2,1,0,0.173,0.269,0.307,0.576,Jefry,Marte,Marte,527043
Ketel Marte,23,1247,MLB-NL,Arizona,71,255,223,30,58,11,2,5,18,29,3,37,1,0,2,3,3,1,0.26,0.345,0.395,0.74,Ketel,Marte,Marte,606466
Starling Marte,28,1247,MLB-NL,Pittsburgh,77,339,309,48,85,7,2,7,31,20,0,63,8,0,2,5,21,4,0.275,0.333,0.379,0.712,Starling,Marte,Marte,516782
Leonys Martín,29,1250,"MLB-AL,MLB-NL","Seattle,Chicago",45,138,128,14,22,3,1,3,9,8,1,33,2,0,0,2,7,4,0.172,0.232,0.281,0.513,Leonys,Martín,Martín,547982
Russell Martin,34,1248,MLB-AL,Toronto,91,365,307,49,68,12,0,13,35,50,0,83,7,1,0,13,1,1,0.221,0.343,0.388,0.731,Russell,Martin,Martin,431145
Carlos Martinez,25,1252,MLB-NL,St. Louis,31,69,62,5,11,3,0,0,11,1,0,19,1,5,0,1,0,0,0.177,0.203,0.226,0.429,Carlos,Martinez,Martinez,118360
J.D. Martinez,29,1247,"MLB-NL,MLB-AL","Arizona,Detroit",119,489,432,85,131,26,3,45,104,53,8,128,0,0,4,23,4,0,0.303,0.376,0.69,1.066,J.D.,Martinez,Martinez,502110
Jose Martinez,28,1247,MLB-NL,St. Louis,105,307,272,47,84,13,1,14,46,32,2,60,0,1,2,9,4,0,0.309,0.379,0.518,0.897,Jose,Martinez,Martinez,500874
Michael Martinez,34,1354,MLB-AL,"Tampa Bay,Cleveland",20,43,37,2,6,1,0,0,0,5,0,15,0,1,0,0,0,1,0.162,0.262,0.189,0.451,Michael,Martinez,Martinez,492841
Nick Martinez,26,1393,MLB-AL,Texas,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,Nick,Martinez,Martinez,607259
Victor Martinez,38,1283,MLB-AL,Detroit,107,435,392,38,100,16,0,10,47,36,3,63,5,0,2,15,0,0,0.255,0.324,0.372,0.697,Victor,Martinez,Martinez,400121
Jeff Mathis,34,1247,MLB-NL,Arizona,60,203,186,13,40,10,2,2,11,14,1,61,2,1,0,6,1,0,0.215,0.277,0.323,0.6,Jeff,Mathis,Mathis,425772
Steven Matz,26,1292,MLB-NL,New York,16,24,21,1,3,0,0,0,1,0,0,7,0,3,0,0,0,0,0.143,0.143,0.143,0.286,Steven,Matz,Matz,571927
Joe Mauer,34,1247,MLB-AL,Minnesota,140,597,525,69,160,36,1,7,71,66,3,83,3,0,3,17,2,0,0.305,0.384,0.417,0.801,Joe,Mauer,Mauer,408045
Bruce Maxwell,26,1248,MLB-AL,Oakland,75,253,219,21,52,12,0,3,22,31,0,63,0,1,2,10,0,0,0.237,0.329,0.333,0.663,Bruce,Maxwell,Maxwell,622194
Jacob May,25,1400,MLB-AL,Chicago,15,42,36,2,2,0,0,0,3,3,0,17,1,2,0,1,0,0,0.056,0.15,0.056,0.206,Jacob,May,May,594576
Cameron Maybin,30,1248,MLB-AL,"Los Angeles,Houston",112,450,395,63,90,20,2,10,35,51,1,94,2,1,1,12,33,8,0.228,0.318,0.365,0.683,Cameron,Maybin,Maybin,457727
Nomar Mazara,22,1247,MLB-AL,Texas,148,616,554,64,140,30,2,20,101,55,6,127,4,0,3,12,2,2,0.253,0.323,0.422,0.745,Nomar,Mazara,Mazara,608577
Brian McCann,33,1248,MLB-AL,Houston,97,399,349,47,84,12,1,18,62,38,3,58,7,0,5,9,1,0,0.241,0.323,0.436,0.759,Brian,McCann,McCann,435263
James McCann,27,1248,MLB-AL,Detroit,105,391,352,39,89,14,2,13,49,26,0,89,9,1,3,8,1,0,0.253,0.318,0.415,0.733,James,McCann,McCann,543510
Brandon McCarthy,33,1320,MLB-NL,Los Angeles,15,28,23,2,1,0,0,0,0,3,0,16,0,2,0,0,0,0,0.043,0.154,0.043,0.197,Brandon,McCarthy,McCarthy,435221
Lance McCullers Jr.,23,1384,MLB-AL,Houston,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Lance,McCullers Jr.,Jr.,118617
Andrew McCutchen,30,1247,MLB-NL,Pittsburgh,156,650,570,94,159,30,2,28,88,73,5,116,4,0,3,10,11,4,0.279,0.363,0.486,0.849,Andrew,McCutchen,McCutchen,457705
T.J. McFarland,28,1308,MLB-NL,Arizona,4,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.4,T.J.,McFarland,McFarland,519008
Dustin McGowan,35,1269,MLB-NL,Miami,7,7,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Dustin,McGowan,McGowan,430661
Deck McGuire,28,1247,MLB-NL,Cincinnati,2,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Deck,McGuire,McGuire,592547
Collin McHugh,30,1295,MLB-AL,Houston,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Collin,McHugh,McHugh,543521
Ryan McMahon,22,1247,MLB-NL,Colorado,14,24,19,2,3,1,0,0,1,5,0,5,0,0,0,1,0,0,0.158,0.333,0.211,0.544,Ryan,McMahon,McMahon,641857
Alex Mejia,26,1247,MLB-NL,St. Louis,24,49,46,6,5,0,0,1,3,2,0,13,0,1,0,2,0,0,0.109,0.146,0.174,0.32,Alex,Mejia,Mejia,622270
Francisco Mejia,21,1248,MLB-AL,Cleveland,11,14,13,1,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0.154,0.214,0.154,0.368,Francisco,Mejia,Mejia,642336
Daniel Mengden,24,1263,MLB-AL,Oakland,1,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0.667,0.5,1.167,Daniel,Mengden,Mengden,596043
Jordy Mercer,30,1255,MLB-NL,Pittsburgh,144,558,502,52,128,24,5,14,58,51,13,88,3,0,2,16,0,2,0.255,0.326,0.406,0.733,Jordy,Mercer,Mercer,474568
Whit Merrifield,28,1247,MLB-AL,Kansas City,145,630,587,80,169,32,6,19,78,29,0,88,6,1,7,13,34,7,0.288,0.324,0.46,0.784,Whit,Merrifield,Merrifield,593160
Devin Mesoraco,29,1295,MLB-NL,Cincinnati,55,165,141,17,30,5,1,6,14,18,0,38,5,0,1,4,1,0,0.213,0.321,0.39,0.711,Devin,Mesoraco,Mesoraco,519023
Alex Meyer,27,1381,MLB-AL,Los Angeles,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Alex,Meyer,Meyer,543542
Will Middlebrooks,28,1247,MLB-AL,Texas,20,39,38,5,8,2,2,0,3,1,0,14,0,0,0,0,0,0,0.211,0.231,0.368,0.599,Will,Middlebrooks,Middlebrooks,519025
Wade Miley,30,1391,MLB-AL,Baltimore,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,Wade,Miley,Miley,489119
Andrew Miller,32,1378,MLB-AL,Cleveland,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Andrew,Miller,Miller,453192
Brad Miller,27,1248,MLB-AL,Tampa Bay,110,407,338,43,68,13,3,9,40,63,4,110,2,0,4,5,5,3,0.201,0.327,0.337,0.664,Brad,Miller,Miller,543543
Shelby Miller,26,1408,MLB-NL,Arizona,4,9,6,2,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0.0,0.333,0.0,0.333,Shelby,Miller,Miller,571946
Hoby Milner,26,1312,MLB-NL,Philadelphia,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Hoby,Milner,Milner,571948
Tommy Milone,30,1282,MLB-NL,"New York,Milwaukee",7,12,9,0,1,0,0,0,1,2,0,5,0,1,0,0,0,0,0.111,0.273,0.111,0.384,Tommy,Milone,Milone,543548
Ariel Miranda,28,1371,MLB-AL,Seattle,4,6,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ariel,Miranda,Miranda,664641
Yadier Molina,34,1253,MLB-NL,St. Louis,136,543,501,60,137,27,1,18,82,28,4,74,4,1,9,14,9,3,0.273,0.312,0.439,0.751,Yadier,Molina,Molina,425877
Yoan Moncada,22,1247,MLB-AL,Chicago,54,231,199,31,46,8,2,8,22,29,0,74,3,0,0,0,3,2,0.231,0.338,0.412,0.75,Yoan,Moncada,Moncada,660162
Carlos Moncrief,28,1274,MLB-NL,San Francisco,28,43,38,4,8,1,0,0,5,3,0,15,0,0,2,0,0,0,0.211,0.256,0.237,0.493,Carlos,Moncrief,Moncrief,519037
Adalberto Mondesi,21,1247,MLB-AL,Kansas City,24,60,53,4,9,1,0,1,3,3,0,22,0,4,0,2,5,2,0.17,0.214,0.245,0.46,Adalberto,Mondesi,Mondesi,609275
Miguel Montero,33,1247,"MLB-AL,MLB-NL","Toronto,Chicago",75,213,185,24,40,6,0,6,16,23,1,47,3,0,2,6,1,0,0.216,0.31,0.346,0.656,Miguel,Montero,Montero,471083
Rafael Montero,26,1252,MLB-NL,New York,16,28,25,1,2,0,0,0,1,0,0,10,0,3,0,0,0,0,0.08,0.08,0.08,0.16,Rafael,Montero,Montero,606160
Jordan Montgomery,24,1395,MLB-AL,New York,2,5,3,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0.0,0.4,0.0,0.4,Jordan,Montgomery,Montgomery,656756
Mike Montgomery,27,1247,MLB-NL,Chicago,19,30,27,5,5,1,0,1,3,0,0,10,0,3,0,0,0,0,0.185,0.185,0.333,0.519,Mike,Montgomery,Montgomery,543557
Matt Moore,28,1258,MLB-NL,San Francisco,29,53,47,3,6,0,0,0,4,2,0,19,0,4,0,2,0,0,0.128,0.163,0.128,0.291,Matt,Moore,Moore,519043
Tyler Moore,30,1247,MLB-NL,Miami,100,203,187,17,43,14,0,6,30,10,0,56,1,1,4,7,0,0,0.23,0.267,0.401,0.668,Tyler,Moore,Moore,489138
Kendrys Morales,34,1249,MLB-AL,Toronto,150,608,557,67,139,25,0,28,85,43,2,132,5,0,3,22,0,0,0.25,0.308,0.445,0.753,Kendrys,Morales,Morales,434778
Colin Moran,24,1247,MLB-AL,Houston,6,12,11,3,4,0,1,1,3,1,0,1,0,0,0,0,0,0,0.364,0.417,0.818,1.235,Colin,Moran,Moran,592567
Mitch Moreland,31,1248,MLB-AL,Boston,148,576,508,73,125,34,0,22,79,57,6,120,6,0,5,14,0,1,0.246,0.326,0.443,0.769,Mitch,Moreland,Moreland,519048
Adam Morgan,27,1344,MLB-NL,Philadelphia,2,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.667,0.5,1.167,Adam,Morgan,Morgan,605388
Max Moroff,24,1247,MLB-NL,Pittsburgh,54,140,120,19,24,4,1,3,21,16,0,43,2,1,1,0,0,1,0.2,0.302,0.325,0.627,Max,Moroff,Moroff,621559
Logan Morrison,29,1247,MLB-AL,Tampa Bay,149,601,512,75,126,22,1,38,85,81,8,149,5,0,3,12,2,0,0.246,0.353,0.516,0.868,Logan,Morrison,Morrison,489149
Mike Morse,35,1372,MLB-NL,San Francisco,24,40,36,1,7,1,0,1,3,3,0,14,0,0,1,1,0,0,0.194,0.25,0.306,0.556,Mike,Morse,Morse,434604
Charlie Morton,33,1315,MLB-AL,Houston,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Charlie,Morton,Morton,119424
Brandon Moss,33,1247,MLB-AL,Kansas City,116,401,362,41,75,14,0,22,50,37,0,128,0,0,2,7,2,0,0.207,0.279,0.428,0.707,Brandon,Moss,Moss,461235
Taylor Motter,27,1247,MLB-AL,Seattle,88,280,258,29,51,12,0,7,26,21,0,62,0,0,1,9,12,1,0.198,0.257,0.326,0.583,Taylor,Motter,Motter,600301
Mike Moustakas,28,1247,MLB-AL,Kansas City,148,598,555,75,151,24,0,38,85,34,7,94,3,0,6,18,0,0,0.272,0.314,0.521,0.835,Mike,Moustakas,Moustakas,519058
Daniel Murphy,32,1247,MLB-NL,Washington,144,593,534,94,172,43,3,23,93,52,14,77,4,0,3,16,2,0,0.322,0.384,0.543,0.928,Daniel,Murphy,Murphy,502517
John Ryan Murphy,26,1251,MLB-NL,Arizona,2,7,7,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.143,0.143,0.286,0.429,John,Ryan Murphy,Murphy,121589
Tom Murphy,26,1268,MLB-NL,Colorado,11,26,24,1,1,1,0,0,1,2,1,9,0,0,0,0,0,0,0.042,0.115,0.083,0.199,Tom,Murphy,Murphy,119572
Joe Musgrove,24,1316,MLB-AL,Houston,3,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Joe,Musgrove,Musgrove,605397
Wil Myers,26,1248,MLB-NL,San Diego,155,649,567,80,138,29,3,30,74,70,3,180,5,0,7,15,20,6,0.243,0.328,0.464,0.792,Wil,Myers,Myers,571976
Mike Napoli,35,1264,MLB-AL,Texas,124,485,425,60,82,11,1,29,66,49,3,163,7,0,3,11,1,2,0.193,0.285,0.428,0.713,Mike,Napoli,Napoli,435063
Tyler Naquin,26,1247,MLB-AL,Cleveland,17,40,37,4,8,2,0,0,1,2,0,9,0,0,1,1,0,1,0.216,0.25,0.27,0.52,Tyler,Naquin,Naquin,571980
Omar Narvaez,25,1251,MLB-AL,Chicago,88,295,253,23,70,10,0,2,14,38,1,45,1,3,0,8,0,0,0.277,0.373,0.34,0.713,Omar,Narvaez,Narvaez,553882
Daniel Nava,34,1275,MLB-NL,Philadelphia,79,214,183,21,55,8,1,4,21,26,0,38,3,0,2,2,1,0,0.301,0.393,0.421,0.813,Daniel,Nava,Nava,537953
Efren Navarro,31,1247,MLB-AL,Detroit,21,69,61,9,14,1,1,2,2,8,1,21,0,0,0,1,0,1,0.23,0.319,0.377,0.696,Efren,Navarro,Navarro,519068
Kristopher Negron,31,1247,MLB-NL,Arizona,12,31,25,3,4,1,0,0,1,4,0,7,1,1,0,1,0,0,0.16,0.3,0.2,0.5,Kristopher,Negron,Negron,502117
Jimmy Nelson,28,1270,MLB-NL,Milwaukee,27,60,57,0,6,0,0,0,2,1,0,35,0,2,0,0,0,0,0.105,0.121,0.105,0.226,Jimmy,Nelson,Nelson,519076
Sean Newcomb,24,1251,MLB-NL,Atlanta,19,35,27,1,1,0,0,0,0,2,0,17,0,6,0,1,0,0,0.037,0.103,0.037,0.14,Sean,Newcomb,Newcomb,656794
Gift Ngoepe,27,1370,MLB-NL,Pittsburgh,24,63,54,10,12,2,1,0,6,8,0,26,0,1,0,0,0,0,0.222,0.323,0.296,0.619,Gift,Ngoepe,Ngoepe,547912
Juan Nicasio,30,1256,MLB-NL,St. Louis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Juan,Nicasio,Nicasio,504379
Brett Nicholas,28,1247,MLB-AL,Texas,21,65,63,7,15,4,0,2,11,2,0,13,0,0,0,2,0,0,0.238,0.262,0.397,0.658,Brett,Nicholas,Nicholas,592592
Justin Nicolino,25,1268,MLB-NL,Miami,9,13,11,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Justin,Nicolino,Nicolino,592593
Tomas Nido,23,1247,MLB-NL,New York,5,10,10,0,3,1,0,0,3,0,0,2,0,0,0,0,0,0,0.3,0.3,0.4,0.7,Tomas,Nido,Nido,621512
Kirk Nieuwenhuis,29,1311,MLB-NL,Milwaukee,15,31,26,3,3,1,0,1,1,4,0,15,1,0,0,0,0,0,0.115,0.258,0.269,0.527,Kirk,Nieuwenhuis,Nieuwenhuis,543590
Brandon Nimmo,24,1247,MLB-NL,New York,68,215,177,26,46,11,1,5,21,33,1,60,2,1,2,3,2,0,0.26,0.379,0.418,0.797,Brandon,Nimmo,Nimmo,607043
Aaron Nola,24,1253,MLB-NL,Philadelphia,25,54,48,3,4,0,0,0,1,4,0,25,0,2,0,0,0,0,0.083,0.154,0.083,0.237,Aaron,Nola,Nola,605400
Ricky Nolasco,34,1293,MLB-AL,Los Angeles,3,7,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.0,0.286,0.0,0.286,Ricky,Nolasco,Nolasco,445060
Derek Norris,28,1347,MLB-AL,Tampa Bay,53,198,179,21,36,5,0,9,24,12,0,48,3,0,4,5,1,0,0.201,0.258,0.38,0.637,Derek,Norris,Norris,519083
Ivan Nova,30,1256,MLB-NL,Pittsburgh,28,60,51,0,1,0,0,0,0,0,0,31,0,9,0,0,0,0,0.02,0.02,0.02,0.039,Ivan,Nova,Nova,467100
Eduardo Nunez,30,1253,"MLB-NL,MLB-AL","San Francisco,Boston",114,491,467,60,146,33,0,12,58,18,0,54,3,1,2,11,24,4,0.313,0.341,0.46,0.801,Eduardo,Nunez,Nunez,456488
Renato Nunez,23,1248,MLB-AL,Oakland,8,16,15,1,3,0,0,1,3,1,0,8,0,0,0,0,0,0,0.2,0.25,0.4,0.65,Renato,Nunez,Nunez,600524
Vidal Nuno III,29,1413,MLB-AL,Baltimore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Vidal,Nuno III,III,573064
Chris O'Grady,27,1313,MLB-NL,Miami,4,9,8,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Chris,O'Grady,O'Grady,622217
Rougned Odor,23,1247,MLB-AL,Texas,162,651,607,79,124,21,3,30,75,32,5,162,8,0,4,13,15,6,0.204,0.252,0.397,0.649,Rougned,Odor,Odor,596059
Jake Odorizzi,27,1284,MLB-AL,Tampa Bay,2,4,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667,Jake,Odorizzi,Odorizzi,543606
Mike Ohlman,26,1294,MLB-AL,Toronto,6,13,13,1,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0.231,0.231,0.231,0.462,Mike,Ohlman,Ohlman,572000
Steven Okert,25,1387,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Steven,Okert,Okert,595345
Matt Olson,23,1254,MLB-AL,Oakland,58,216,189,33,49,2,0,24,45,22,1,60,5,0,0,6,0,0,0.259,0.352,0.651,1.003,Matt,Olson,Olson,621566
Paulo Orlando,31,1247,MLB-AL,Kansas City,32,90,86,9,17,3,0,2,6,1,0,20,2,0,0,3,1,1,0.198,0.225,0.302,0.527,Paulo,Orlando,Orlando,449181
Danny Ortiz,27,1377,MLB-NL,Pittsburgh,8,13,12,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.083,0.154,0.083,0.237,Danny,Ortiz,Ortiz,543611
Jose Osuna,24,1247,MLB-NL,Pittsburgh,102,227,215,31,50,13,4,7,30,9,0,40,2,0,1,10,0,0,0.233,0.269,0.428,0.697,Jose,Osuna,Osuna,591741
Dillon Overton,25,1339,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Dillon,Overton,Overton,592614
Chris Owings,25,1310,MLB-NL,Arizona,96,386,362,41,97,25,1,12,51,17,0,87,1,2,4,3,12,2,0.268,0.299,0.442,0.741,Chris,Owings,Owings,572008
Marcell Ozuna,26,1247,MLB-NL,Miami,159,679,613,93,191,30,2,37,124,64,4,144,0,0,2,18,1,1,0.312,0.376,0.548,0.924,Marcell,Ozuna,Ozuna,542303
Emilio Pagan,26,1378,MLB-AL,Seattle,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Emilio,Pagan,Pagan,641941
Joe Panik,26,1247,MLB-NL,San Francisco,138,573,511,60,147,28,5,10,53,46,4,54,5,3,8,10,4,0,0.288,0.347,0.421,0.768,Joe,Panik,Panik,605412
Jarrett Parker,28,1247,MLB-NL,San Francisco,51,177,166,14,41,12,2,4,23,10,2,54,1,0,0,2,2,1,0.247,0.294,0.416,0.709,Jarrett,Parker,Parker,592620
Ian Parmley,27,1346,MLB-AL,Toronto,2,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Ian,Parmley,Parmley,622210
Gerardo Parra,30,1247,MLB-NL,Colorado,114,425,392,56,121,24,1,10,71,20,0,67,4,0,9,13,2,5,0.309,0.341,0.452,0.793,Gerardo,Parra,Parra,467827
Brad Peacock,29,1294,MLB-AL,Houston,3,8,7,1,2,1,0,0,2,1,0,3,0,0,0,0,0,0,0.286,0.375,0.429,0.804,Brad,Peacock,Peacock,502748
Steve Pearce,34,1270,MLB-AL,Toronto,92,348,313,38,79,17,1,13,37,27,1,68,5,0,3,11,0,0,0.252,0.319,0.438,0.757,Steve,Pearce,Pearce,456665
Joc Pederson,25,1247,MLB-NL,Los Angeles,101,323,273,44,58,20,0,11,35,39,1,68,10,0,1,7,4,1,0.212,0.331,0.407,0.738,Joc,Pederson,Pederson,592626
Dustin Pedroia,33,1249,MLB-AL,Boston,105,463,406,46,119,19,0,7,62,49,4,48,2,2,4,11,4,3,0.293,0.369,0.392,0.76,Dustin,Pedroia,Pedroia,456030
Felix Pena,27,1247,MLB-NL,Chicago,4,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,Felix,Pena,Pena,570240
Francisco Pena,27,1366,MLB-AL,Baltimore,4,10,10,3,5,0,0,2,2,0,0,3,0,0,0,0,0,0,0.5,0.5,1.1,1.6,Francisco,Pena,Pena,506747
Hunter Pence,34,1247,MLB-NL,San Francisco,133,539,493,55,128,13,5,13,67,40,1,102,2,0,4,8,2,1,0.26,0.315,0.385,0.701,Hunter,Pence,Pence,452254
Cliff Pennington,33,1247,MLB-AL,Los Angeles,83,217,194,23,49,6,0,3,21,16,0,58,1,1,5,2,3,1,0.253,0.306,0.33,0.635,Cliff,Pennington,Pennington,460060
David Peralta,29,1248,MLB-NL,Arizona,140,577,525,82,154,31,3,14,57,43,1,94,6,0,3,7,8,3,0.293,0.352,0.444,0.796,David,Peralta,Peralta,444482
Jhonny Peralta,35,1364,MLB-NL,St. Louis,21,58,54,3,11,0,0,0,0,4,0,13,0,0,0,2,0,0,0.204,0.259,0.204,0.462,Jhonny,Peralta,Peralta,425509
Wily Peralta,28,1313,MLB-NL,Milwaukee,8,15,13,0,3,0,0,0,1,1,0,4,0,1,0,0,0,0,0.231,0.286,0.231,0.516,Wily,Peralta,Peralta,503449
Jose Peraza,23,1248,MLB-NL,Cincinnati,142,518,487,50,126,9,4,5,37,20,1,70,7,3,1,7,23,8,0.259,0.297,0.324,0.622,Jose,Peraza,Peraza,606299
Luis Perdomo,24,1247,MLB-NL,San Diego,27,53,46,3,5,1,4,0,3,1,0,20,0,6,0,1,0,0,0.109,0.128,0.304,0.432,Luis,Perdomo,Perdomo,606131
Carlos Perez,26,1249,MLB-AL,Los Angeles,10,21,20,1,2,0,0,1,3,1,0,6,0,0,0,0,0,0,0.1,0.143,0.25,0.393,Carlos,Perez,Perez,542208
Hernan Perez,26,1247,MLB-NL,Milwaukee,130,458,432,47,112,19,3,14,51,20,1,79,0,2,4,8,13,3,0.259,0.289,0.414,0.704,Hernan,Perez,Perez,541650
Martin Perez,26,1300,MLB-AL,Texas,2,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Martin,Perez,Perez,527048
Roberto Perez,28,1247,MLB-AL,Cleveland,70,248,217,22,45,12,0,8,38,26,0,71,0,4,1,4,0,1,0.207,0.291,0.373,0.664,Roberto,Perez,Perez,547379
