Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Nicholas Castellanos,25,1247,MLB-AL,Detroit,157,665,614,73,167,36,10,26,101,41,0,142,5,0,5,12,4,5,0.272,0.32,0.49,0.811,Nicholas,Castellanos,Castellanos,592206
Luis Castillo,24,1272,MLB-NL,Cincinnati,14,33,29,0,2,0,0,0,1,1,0,11,0,3,0,0,0,0,0.069,0.1,0.069,0.169,Luis,Castillo,Castillo,112116
Welington Castillo,30,1249,MLB-AL,Baltimore,94,365,341,44,96,11,0,20,53,22,0,97,0,0,2,10,0,0,0.282,0.323,0.49,0.813,Welington,Castillo,Castillo,456078
Jason Castro,30,1247,MLB-AL,Minnesota,107,407,356,49,86,22,0,10,47,45,1,108,4,1,1,10,0,0,0.242,0.333,0.388,0.72,Jason,Castro,Castro,488771
Starlin Castro,27,1247,MLB-AL,New York,112,473,443,66,133,18,1,16,63,23,1,93,4,0,3,9,2,0,0.3,0.338,0.454,0.792,Starlin,Castro,Castro,516770
Gavin Cecchini,23,1247,MLB-NL,New York,32,82,77,4,16,2,0,1,7,4,1,19,1,0,0,3,0,1,0.208,0.256,0.273,0.529,Gavin,Cecchini,Cecchini,608325
Brett Cecil,30,1303,MLB-NL,St. Louis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brett,Cecil,Cecil,446399
Darrell Ceciliani,27,1383,MLB-AL,Toronto,3,5,5,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0.4,0.4,1.2,1.6,Darrell,Ceciliani,Ceciliani,571553
Juan Centeno,27,1247,MLB-AL,Houston,18,57,52,5,12,0,0,2,4,4,1,12,0,1,0,2,0,0,0.231,0.286,0.346,0.632,Juan,Centeno,Centeno,518542
Francisco Cervelli,31,1284,MLB-NL,Pittsburgh,81,304,265,31,66,13,2,5,31,32,0,65,6,0,1,7,0,2,0.249,0.342,0.37,0.712,Francisco,Cervelli,Cervelli,465041
Yoenis Céspedes,31,1284,MLB-NL,New York,81,321,291,46,85,17,2,17,42,26,5,61,2,0,2,7,0,1,0.292,0.352,0.54,0.892,Yoenis,Céspedes,Céspedes,493316
Jhoulys Chacin,29,1248,MLB-NL,San Diego,32,61,54,0,12,2,0,0,4,0,0,11,0,7,0,2,1,0,0.222,0.222,0.259,0.481,Jhoulys,Chacin,Chacin,468504
Matt Chapman,24,1247,MLB-AL,Oakland,83,326,290,39,68,23,2,14,40,32,0,92,2,0,2,2,0,3,0.234,0.313,0.472,0.785,Matt,Chapman,Chapman,656305
Tyler Chatwood,27,1253,MLB-NL,Colorado,26,47,39,5,6,1,0,0,2,1,0,9,0,7,0,0,0,0,0.154,0.175,0.179,0.354,Tyler,Chatwood,Chatwood,543022
Jesse Chavez,33,1343,MLB-AL,Los Angeles,3,6,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Jesse,Chavez,Chavez,445926
Wei-Yin Chen,31,1400,MLB-NL,Miami,4,8,8,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,0.125,0.125,0.25,Wei-Yin,Chen,Chen,612672
Robinson Chirinos,33,1252,MLB-AL,Texas,84,309,263,46,67,13,1,17,38,34,0,79,10,1,1,5,1,0,0.255,0.36,0.506,0.866,Robinson,Chirinos,Chirinos,455139
Lonnie Chisenhall,28,1247,MLB-AL,Cleveland,81,270,236,34,68,17,1,12,53,25,2,55,3,3,3,6,2,1,0.288,0.36,0.521,0.881,Lonnie,Chisenhall,Chisenhall,502082
Ji-Man Choi,26,1324,MLB-AL,New York,6,18,15,2,4,1,0,2,5,2,0,5,0,0,1,1,0,0,0.267,0.333,0.733,1.067,Ji-Man,Choi,Choi,596847
Shin-Soo Choo,34,1249,MLB-AL,Texas,149,636,544,96,142,20,1,22,78,77,1,134,7,3,5,18,12,2,0.261,0.357,0.423,0.78,Shin-Soo,Choo,Choo,425783
Mike Clevinger,26,1322,MLB-AL,Cleveland,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Mike,Clevinger,Clevinger,605182
Alex Cobb,29,1343,MLB-AL,Tampa Bay,2,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alex,Cobb,Cobb,502171
Chris Coghlan,32,1363,MLB-AL,Toronto,35,88,75,7,15,2,0,1,5,9,0,22,2,1,1,2,0,0,0.2,0.299,0.267,0.566,Chris,Coghlan,Coghlan,458085
A.J. Cole,25,1248,MLB-NL,Washington,9,16,14,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0.143,0.25,0.143,0.393,A.J.,Cole,Cole,595918
Gerrit Cole,26,1249,MLB-NL,Pittsburgh,32,68,55,3,9,1,0,1,3,1,0,21,0,12,0,1,0,0,0.164,0.179,0.236,0.415,Gerrit,Cole,Cole,543037
Dusty Coleman,30,1282,MLB-NL,San Diego,22,71,66,6,15,3,0,4,9,2,0,33,2,0,1,1,1,0,0.227,0.268,0.455,0.722,Dusty,Coleman,Coleman,543038
Tyler Collins,27,1256,MLB-AL,Detroit,49,169,150,18,29,4,1,5,14,18,0,55,0,0,1,2,0,4,0.193,0.278,0.333,0.611,Tyler,Collins,Collins,607385
Bartolo Colon,44,1300,"MLB-NL,MLB-AL","Atlanta,Minnesota",12,20,19,1,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0.0,0.0,0.0,0.0,Bartolo,Colon,Colon,112526
Christian Colon,28,1350,"MLB-NL,MLB-AL","Miami,Kansas City",23,57,50,4,8,1,0,0,0,5,1,10,0,2,0,4,0,0,0.16,0.236,0.18,0.416,Christian,Colon,Colon,518568
Michael Conforto,24,1285,MLB-NL,New York,108,440,373,72,104,20,1,27,68,57,5,113,8,0,2,3,2,0,0.279,0.384,0.555,0.939,Michael,Conforto,Conforto,624424
Adam Conley,27,1256,MLB-NL,Miami,16,32,24,3,3,0,0,0,0,2,0,14,0,6,0,0,0,0,0.125,0.192,0.125,0.317,Adam,Conley,Conley,543045
Willson Contreras,25,1248,MLB-NL,Chicago,117,428,377,50,104,21,0,21,74,45,2,98,3,1,2,13,5,3,0.276,0.356,0.499,0.855,Willson,Contreras,Contreras,575929
Garrett Cooper,26,1293,MLB-AL,New York,13,45,43,3,14,5,1,0,6,1,0,12,0,0,1,0,0,0,0.326,0.333,0.488,0.822,Garrett,Cooper,Cooper,643265
Patrick Corbin,27,1254,MLB-NL,Arizona,33,70,56,6,7,0,1,0,0,6,0,28,0,8,0,0,0,0,0.125,0.21,0.161,0.37,Patrick,Corbin,Corbin,571578
Franchy Cordero,22,1318,MLB-NL,San Diego,30,99,92,15,21,3,3,3,9,6,0,44,0,1,0,0,1,1,0.228,0.276,0.424,0.699,Franchy,Cordero,Cordero,614173
Allen Cordoba,21,1247,MLB-NL,San Diego,95,227,202,17,42,2,2,4,15,18,1,54,4,0,3,2,2,1,0.208,0.282,0.297,0.579,Allen,Cordoba,Cordoba,642707
Carlos Correa,22,1248,MLB-AL,Houston,109,480,421,82,133,25,1,24,84,53,5,91,2,0,4,12,2,0,0.316,0.392,0.551,0.943,Carlos,Correa,Correa,621043
Jarred Cosart,27,1366,MLB-NL,San Diego,6,6,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Jarred,Cosart,Cosart,543054
Jharel Cotton,25,1357,MLB-AL,Oakland,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jharel,Cotton,Cotton,605194
Dylan Covey,25,1378,MLB-AL,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Dylan,Covey,Covey,592229
Kaleb Cowart,25,1247,MLB-AL,Los Angeles,42,117,102,18,23,5,1,3,11,10,1,28,3,2,0,4,4,2,0.225,0.313,0.382,0.695,Kaleb,Cowart,Cowart,592230
Zack Cozart,31,1247,MLB-NL,Cincinnati,122,507,438,80,130,24,7,24,63,62,0,78,3,0,4,5,3,0,0.297,0.385,0.548,0.933,Zack,Cozart,Cozart,446359
Brandon Crawford,30,1247,MLB-NL,San Francisco,144,570,518,58,131,34,1,14,77,42,3,113,1,0,9,18,3,5,0.253,0.305,0.403,0.709,Brandon,Crawford,Crawford,543063
J.P. Crawford,22,1247,MLB-NL,Philadelphia,23,87,70,8,15,4,1,0,6,16,0,22,0,0,1,1,1,0,0.214,0.356,0.3,0.656,J.P.,Crawford,Crawford,641487
C.J. Cron,27,1247,MLB-AL,Los Angeles,99,373,339,39,84,14,1,16,56,22,0,96,7,0,3,5,3,2,0.248,0.305,0.437,0.741,C.J.,Cron,Cron,543068
Nelson Cruz,36,1247,MLB-AL,Seattle,155,645,556,91,160,28,0,39,119,70,7,140,12,0,7,15,1,1,0.288,0.375,0.549,0.924,Nelson,Cruz,Cruz,112906
Johnny Cueto,31,1247,MLB-NL,San Francisco,25,52,46,3,4,0,0,0,3,1,0,15,0,4,1,0,0,0,0.087,0.104,0.087,0.191,Johnny,Cueto,Cueto,456501
Charlie Culberson,28,1247,MLB-NL,Los Angeles,9,15,13,0,2,1,0,0,1,2,0,4,0,0,0,2,0,0,0.154,0.267,0.231,0.497,Charlie,Culberson,Culberson,518586
Cheslor Cuthbert,24,1247,MLB-AL,Kansas City,52,153,143,10,33,7,0,2,18,9,0,39,0,0,1,2,0,0,0.231,0.275,0.322,0.596,Cheslor,Cuthbert,Cuthbert,596144
Chase d'Arnaud,30,1338,"MLB-NL,MLB-AL","San Diego,Atlanta,Boston",35,62,58,12,11,2,0,1,3,4,1,20,0,0,0,0,5,1,0.19,0.242,0.276,0.518,Chase,d'Arnaud,d'Arnaud,488818
Travis d'Arnaud,28,1248,MLB-NL,New York,111,376,348,39,85,19,1,16,57,23,3,59,2,0,3,12,0,0,0.244,0.293,0.443,0.735,Travis,d'Arnaud,d'Arnaud,518595
Yu Darvish,30,1253,MLB-NL,Los Angeles,9,20,17,0,1,0,0,0,0,1,0,14,0,2,0,0,0,0,0.059,0.111,0.059,0.17,Yu,Darvish,Darvish,506433
Matt Davidson,26,1247,MLB-AL,Chicago,118,443,414,43,91,16,1,26,68,19,0,165,5,0,5,12,0,0,0.22,0.26,0.452,0.711,Matt,Davidson,Davidson,571602
Zach Davies,24,1252,MLB-NL,Milwaukee,32,69,48,7,6,2,0,0,3,7,0,15,0,14,0,1,0,0,0.125,0.236,0.167,0.403,Zach,Davies,Davies,605200
Chris Davis,31,1247,MLB-AL,Baltimore,127,524,456,65,98,15,1,26,61,61,4,195,3,0,4,7,1,1,0.215,0.309,0.423,0.732,Chris,Davis,Davis,448801
J.D. Davis,24,1247,MLB-AL,Houston,22,68,62,8,14,4,0,4,7,4,0,20,1,0,1,3,1,0,0.226,0.279,0.484,0.763,J.D.,Davis,Davis,605204
Khris Davis,29,1247,MLB-AL,Oakland,153,652,566,91,140,28,1,43,110,73,1,195,6,0,7,20,4,0,0.247,0.336,0.528,0.864,Khris,Davis,Davis,501981
Rajai Davis,36,1247,MLB-AL,"Oakland,Boston",109,367,337,56,79,19,2,5,20,27,1,84,1,1,1,12,29,7,0.234,0.292,0.347,0.64,Rajai,Davis,Davis,434658
Rookie Davis,24,1258,MLB-NL,Cincinnati,6,8,6,0,1,1,0,0,0,0,0,5,1,1,0,0,0,0,0.167,0.286,0.333,0.619,Rookie,Davis,Davis,606959
Taylor Davis,27,1247,MLB-NL,Chicago,7,13,13,1,3,1,0,0,1,0,0,4,0,0,0,0,0,0,0.231,0.231,0.308,0.538,Taylor,Davis,Davis,543089
Alejandro De Aza,33,1247,MLB-NL,Washington,27,70,62,8,12,2,3,0,9,3,1,16,0,3,2,1,1,0,0.194,0.224,0.323,0.546,Alejandro,De Aza,Aza,457477
Jorge De La Rosa,36,1353,MLB-NL,Arizona,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,Jorge,De La Rosa,Rosa,407822
Jaff Decker,27,1393,MLB-AL,Oakland,17,62,50,4,10,1,1,0,1,8,0,17,1,3,0,1,1,1,0.2,0.322,0.26,0.582,Jaff,Decker,Decker,543094
Jacob deGrom,29,1254,MLB-NL,New York,34,77,71,6,15,1,0,1,4,2,0,22,0,4,0,0,1,0,0.211,0.233,0.268,0.5,Jacob,deGrom,deGrom,594798
Paul DeJong,23,1247,MLB-NL,St. Louis,108,443,417,55,119,26,1,25,65,21,1,124,4,0,1,8,1,0,0.285,0.325,0.532,0.857,Paul,DeJong,DeJong,657557
Randall Delgado,27,1345,MLB-NL,Arizona,7,9,8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Randall,Delgado,Delgado,517414
Nicky Delmonico,24,1249,MLB-AL,Chicago,43,166,141,25,37,4,0,9,23,23,0,31,2,0,0,5,2,0,0.262,0.373,0.482,0.856,Nicky,Delmonico,Delmonico,547170
Matt den Dekker,29,1338,MLB-AL,Detroit,4,8,7,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.143,0.25,0.143,0.393,Matt,den Dekker,Dekker,544925
Daniel Descalso,30,1247,MLB-NL,Arizona,129,398,344,47,80,16,5,10,51,48,0,89,4,0,2,6,4,0,0.233,0.332,0.395,0.727,Daniel,Descalso,Descalso,518614
Delino DeShields,24,1247,MLB-AL,Texas,118,440,376,75,101,15,2,6,22,44,0,109,3,13,4,2,29,6,0.269,0.347,0.367,0.714,Delino,DeShields,DeShields,592261
Ian Desmond,31,1247,MLB-NL,Colorado,95,373,339,47,93,11,1,7,40,24,1,87,4,2,4,13,15,4,0.274,0.326,0.375,0.701,Ian,Desmond,Desmond,435622
Odrisamer Despaigne,30,1248,MLB-NL,Miami,9,20,19,0,2,0,0,0,1,0,0,5,0,1,0,0,0,0,0.105,0.105,0.105,0.211,Odrisamer,Despaigne,Despaigne,628333
Chris Devenski,26,1335,MLB-AL,Houston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Chris,Devenski,Devenski,606965
Rafael Devers,20,1247,MLB-AL,Boston,58,240,222,34,63,14,0,10,30,18,3,57,0,0,0,5,3,1,0.284,0.338,0.482,0.819,Rafael,Devers,Devers,646240
Aledmys Díaz,26,1247,MLB-NL,St. Louis,78,301,286,31,74,17,0,7,20,13,1,42,0,1,1,9,4,1,0.259,0.29,0.392,0.682,Aledmys,Díaz,Díaz,649557
Edwin Diaz,23,1286,MLB-AL,Seattle,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Edwin,Diaz,Diaz,621242
Elias Diaz,26,1248,MLB-NL,Pittsburgh,63,200,188,18,42,14,0,1,19,11,0,38,0,0,1,8,1,0,0.223,0.265,0.314,0.579,Elias,Diaz,Diaz,553869
Miguel Diaz,22,1273,MLB-NL,San Diego,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Miguel,Diaz,Diaz,622766
Yandy Díaz,25,1247,MLB-AL,Cleveland,48,179,156,25,41,8,1,0,13,21,0,35,1,0,1,5,2,0,0.263,0.352,0.327,0.679,Yandy,Díaz,Díaz,650490
Corey Dickerson,28,1247,MLB-AL,Tampa Bay,150,629,588,84,166,33,4,27,62,35,6,152,3,0,2,11,4,2,0.282,0.325,0.49,0.815,Corey,Dickerson,Dickerson,572816
R.A. Dickey,42,1252,MLB-NL,Atlanta,30,68,61,0,9,0,0,0,5,0,0,12,0,7,0,0,0,0,0.148,0.148,0.148,0.295,R.A.,Dickey,Dickey,285079
O'Koyea Dickson,27,1252,MLB-NL,Los Angeles,6,9,7,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0.143,0.333,0.143,0.476,O'Koyea,Dickson,Dickson,607297
Derek Dietrich,27,1248,MLB-NL,Miami,133,464,406,56,101,22,5,13,53,36,5,98,18,0,4,4,0,0,0.249,0.334,0.424,0.758,Derek,Dietrich,Dietrich,518618
Wilmer Difo,25,1247,MLB-NL,Washington,123,365,332,47,90,10,4,5,21,24,6,74,1,5,3,7,10,1,0.271,0.319,0.37,0.69,Wilmer,Difo,Difo,594694
Josh Donaldson,31,1248,MLB-AL,Toronto,113,496,415,65,112,21,0,33,78,76,1,111,3,0,2,5,2,1,0.27,0.385,0.559,0.944,Josh,Donaldson,Donaldson,518626
Brian Dozier,30,1247,MLB-AL,Minnesota,152,705,617,106,167,30,4,34,93,78,6,141,8,0,2,11,16,6,0.271,0.359,0.498,0.856,Brian,Dozier,Dozier,572821
Stephen Drew,34,1315,MLB-NL,Washington,46,106,95,9,24,7,0,1,17,8,0,21,0,0,3,2,0,0,0.253,0.302,0.358,0.66,Stephen,Drew,Drew,452220
Brandon Drury,24,1247,MLB-NL,Arizona,135,480,445,41,119,37,2,13,63,28,1,103,5,0,2,9,1,1,0.267,0.317,0.447,0.764,Brandon,Drury,Drury,592273
Lucas Duda,31,1247,"MLB-AL,MLB-NL","Tampa Bay,New York",127,491,423,50,92,28,0,30,64,60,6,135,6,0,2,9,0,0,0.217,0.322,0.496,0.818,Lucas,Duda,Duda,446263
Brian Duensing,34,1334,MLB-NL,Chicago,4,4,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Brian,Duensing,Duensing,488846
Danny Duffy,28,1331,MLB-AL,Kansas City,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Danny,Duffy,Duffy,518633
Adam Duvall,28,1247,MLB-NL,Cincinnati,156,647,587,78,146,37,3,31,99,39,1,170,10,0,11,11,5,1,0.249,0.301,0.48,0.782,Adam,Duvall,Duvall,594807
Jarrod Dyson,32,1276,MLB-AL,Seattle,109,390,346,56,87,13,3,5,30,28,2,55,10,4,2,3,28,7,0.251,0.324,0.35,0.674,Jarrod,Dyson,Dyson,502481
Adam Eaton,28,1403,MLB-NL,Washington,23,107,91,24,27,7,1,2,13,14,0,18,1,0,1,0,3,1,0.297,0.393,0.462,0.854,Adam,Eaton,Eaton,284566
Carl Edwards Jr.,25,1412,MLB-NL,Chicago,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Carl,Edwards Jr.,Jr.,605218
Zach Eflin,23,1291,MLB-NL,Philadelphia,10,22,21,1,3,0,0,0,2,0,0,13,0,1,0,0,0,0,0.143,0.143,0.143,0.286,Zach,Eflin,Eflin,621107
Brett Eibner,28,1365,MLB-NL,Los Angeles,17,36,33,3,6,0,0,2,6,2,0,17,1,0,0,0,0,0,0.182,0.25,0.364,0.614,Brett,Eibner,Eibner,518649
Jerad Eickhoff,26,1284,MLB-NL,Philadelphia,19,34,31,3,5,1,0,0,0,0,0,13,0,3,0,0,0,0,0.161,0.161,0.194,0.355,Jerad,Eickhoff,Eickhoff,595191
Brian Ellington,26,1393,MLB-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brian,Ellington,Ellington,623395
A.J. Ellis,36,1248,MLB-NL,Miami,51,163,143,17,30,5,0,6,14,12,0,29,6,2,0,6,0,0,0.21,0.298,0.371,0.669,A.J.,Ellis,Ellis,454560
Jacoby Ellsbury,33,1248,MLB-AL,New York,111,409,356,65,94,20,4,7,39,41,3,63,5,2,0,7,22,3,0.264,0.348,0.402,0.75,Jacoby,Ellsbury,Ellsbury,453056
Edwin Encarnacion,34,1247,MLB-AL,Cleveland,157,669,554,96,143,20,1,38,107,104,5,133,5,0,5,18,2,0,0.258,0.377,0.504,0.881,Edwin,Encarnacion,Encarnacion,429665
Adam Engel,25,1247,MLB-AL,Chicago,95,336,301,34,50,11,3,6,21,19,0,117,8,8,0,1,8,1,0.166,0.235,0.282,0.517,Adam,Engel,Engel,641553
Dietrich Enns,26,1299,MLB-AL,Minnesota,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Dietrich,Enns,Enns,608650
Phil Ervin,24,1247,MLB-NL,Cincinnati,28,64,58,8,15,2,0,3,10,4,0,15,1,1,0,1,4,1,0.259,0.317,0.448,0.766,Phil,Ervin,Ervin,640447
Alcides Escobar,30,1247,MLB-AL,Kansas City,162,629,599,71,150,36,5,6,54,15,1,102,4,7,4,14,4,6,0.25,0.272,0.357,0.629,Alcides,Escobar,Escobar,444876
Eduardo Escobar,28,1247,MLB-AL,Minnesota,128,499,457,62,116,16,5,21,73,33,3,98,5,1,3,5,5,1,0.254,0.309,0.449,0.758,Eduardo,Escobar,Escobar,500871
Yunel Escobar,34,1303,MLB-AL,Los Angeles,89,381,350,43,96,20,1,7,31,29,0,51,2,0,0,15,1,4,0.274,0.333,0.397,0.73,Yunel,Escobar,Escobar,488862
Paolo Espino,30,1342,MLB-NL,Milwaukee,3,5,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.5,Paolo,Espino,Espino,502179
Danny Espinosa,30,1263,MLB-AL,"Tampa Bay,Seattle,Los Angeles",92,295,266,30,46,10,0,6,31,21,1,109,5,1,2,2,4,5,0.173,0.245,0.278,0.523,Danny,Espinosa,Espinosa,457787
Marco Estrada,33,1289,MLB-AL,Toronto,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Marco,Estrada,Estrada,462136
Andre Ethier,35,1247,MLB-NL,Los Angeles,20,38,34,3,8,1,0,2,3,4,1,10,0,0,0,0,0,0,0.235,0.316,0.441,0.757,Andre,Ethier,Ethier,444843
Phillip Evans,24,1247,MLB-NL,New York,18,38,33,4,10,2,0,0,1,4,0,8,1,0,0,0,0,0,0.303,0.395,0.364,0.758,Phillip,Evans,Evans,595943
Jeurys Familia,27,1271,MLB-NL,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jeurys,Familia,Familia,544727
Kyle Farmer,26,1247,MLB-NL,Los Angeles,18,20,20,1,6,1,0,0,2,0,0,3,0,0,0,2,0,0,0.3,0.3,0.35,0.65,Kyle,Farmer,Farmer,571657
Taylor Featherston,27,1309,MLB-AL,Tampa Bay,17,47,39,6,7,1,0,2,6,5,0,15,1,0,2,1,1,0,0.179,0.277,0.359,0.636,Taylor,Featherston,Featherston,605227
Erick Fedde,24,1282,MLB-NL,Washington,3,5,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Erick,Fedde,Fedde,607200
Tim Federowicz,29,1248,MLB-NL,San Francisco,10,14,13,3,3,0,0,2,3,1,0,4,0,0,0,1,0,0,0.231,0.286,0.692,0.978,Tim,Federowicz,Federowicz,543148
Scott Feldman,34,1292,MLB-NL,Cincinnati,19,38,34,0,1,0,0,0,0,0,0,16,0,4,0,0,0,0,0.029,0.029,0.029,0.059,Scott,Feldman,Feldman,444857
Michael Feliz,24,1385,MLB-AL,Houston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Michael,Feliz,Feliz,593140
Mike Fiers,32,1314,MLB-AL,Houston,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Mike,Fiers,Fiers,571666
Brandon Finnegan,24,1344,MLB-NL,Cincinnati,4,6,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,Brandon,Finnegan,Finnegan,605232
Derek Fisher,23,1247,MLB-AL,Houston,52,166,146,21,31,4,1,5,17,17,1,54,3,0,0,1,3,3,0.212,0.307,0.356,0.663,Derek,Fisher,Fisher,605233
Doug Fister,33,1254,MLB-AL,Boston,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Doug,Fister,Fister,450729
Jack Flaherty,21,1247,MLB-NL,St. Louis,4,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jack,Flaherty,Flaherty,656427
Ryan Flaherty,30,1258,MLB-AL,Baltimore,17,43,38,5,8,1,0,0,4,4,0,10,1,0,0,0,0,0,0.211,0.302,0.237,0.539,Ryan,Flaherty,Flaherty,475247
Chris Flexen,22,1247,MLB-NL,New York,9,14,13,0,2,1,0,0,0,0,0,7,0,1,0,0,0,0,0.154,0.154,0.231,0.385,Chris,Flexen,Flexen,623167
Ramon Flores,25,1306,MLB-AL,Los Angeles,3,9,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.125,0.111,0.125,0.236,Ramon,Flores,Flores,570717
Wilmer Flores,25,1276,MLB-NL,New York,106,362,336,42,91,17,1,18,52,17,1,54,3,0,6,14,1,0,0.271,0.307,0.488,0.795,Wilmer,Flores,Flores,527038
Pedro Florimon,30,1276,MLB-NL,Philadelphia,15,49,46,6,16,4,1,0,6,3,0,16,0,0,0,1,0,0,0.348,0.388,0.478,0.866,Pedro,Florimon,Florimon,465753
Dylan Floro,26,1331,MLB-NL,Chicago,3,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Dylan,Floro,Floro,571670
Tyler Flowers,31,1247,MLB-NL,Atlanta,99,370,317,41,89,16,0,12,49,31,1,82,20,0,2,6,0,1,0.281,0.378,0.445,0.823,Tyler,Flowers,Flowers,452095
Mike Foltynewicz,25,1264,MLB-NL,Atlanta,27,49,42,1,2,0,0,0,0,0,0,27,0,7,0,0,0,0,0.048,0.048,0.048,0.095,Mike,Foltynewicz,Foltynewicz,592314
Nolan Fontana,26,1247,MLB-AL,Los Angeles,12,23,20,1,1,0,0,1,1,3,0,8,0,0,0,1,1,1,0.05,0.174,0.2,0.374,Nolan,Fontana,Fontana,545337
Logan Forsythe,30,1247,MLB-NL,Los Angeles,117,439,361,56,81,19,0,6,36,69,1,109,4,0,5,12,3,1,0.224,0.351,0.327,0.678,Logan,Forsythe,Forsythe,523253
Dexter Fowler,31,1250,MLB-NL,St. Louis,118,491,420,68,111,22,9,18,64,63,6,101,4,0,4,10,7,3,0.264,0.363,0.488,0.851,Dexter,Fowler,Fowler,451594
Maikel Franco,24,1247,MLB-NL,Philadelphia,154,623,575,66,132,29,1,24,76,41,3,95,2,0,5,21,0,0,0.23,0.281,0.409,0.69,Maikel,Franco,Franco,596748
Nick Franklin,26,1314,"MLB-NL,MLB-AL","Milwaukee,Los Angeles",65,119,106,9,19,3,1,2,12,10,0,22,3,0,0,1,2,0,0.179,0.269,0.283,0.552,Nick,Franklin,Franklin,545338
Adam Frazier,25,1247,MLB-NL,Pittsburgh,121,454,406,55,112,20,6,6,53,36,2,57,8,1,3,9,9,5,0.276,0.344,0.399,0.743,Adam,Frazier,Frazier,624428
Clint Frazier,22,1247,MLB-AL,New York,39,142,134,16,31,9,4,4,17,7,0,43,0,0,1,2,1,0,0.231,0.268,0.448,0.715,Clint,Frazier,Frazier,640449
Todd Frazier,31,1247,MLB-AL,"Chicago,New York",145,576,474,74,101,19,1,27,76,83,2,125,14,0,5,10,4,3,0.213,0.344,0.428,0.772,Todd,Frazier,Frazier,453943
Kyle Freeland,24,1262,MLB-NL,Colorado,28,56,52,3,8,1,0,1,2,1,0,30,0,3,0,0,0,0,0.154,0.17,0.231,0.401,Kyle,Freeland,Freeland,607536
Freddie Freeman,27,1247,MLB-NL,Atlanta,117,514,440,84,135,35,2,28,71,65,14,95,7,0,2,9,8,4,0.307,0.403,0.586,0.989,Freddie,Freeman,Freeman,518692
